관리번호,호선,역코드,역명,역번호,기준일자,상하행,방향(다음역),칸-문번호,승하차시설,시설번호,엘리베이터번호,통로위치,시설위치
1740,5호선,2526,신길,525,20241231,상행,영등포시장,7-2,계단,,,,
1741,5호선,2526,신길,525,20241231,하행,여의도,2-2,계단,,,,
1742,5호선,2526,신길,525,20241231,하행,여의도,3-2,계단,,,,
1743,5호선,2526,신길,525,20241231,하행,여의도,5-2,계단,,,,
774,5호선,2526,신길,525,20241231,상행,영등포시장,7-3,에스컬레이터,1310511,1804-427,신길(5) B4,영등포시장 방면7-3
210,5호선,2526,신길,525,20241231,상행,영등포시장,5-3,엘리베이터,1310499,0031-300,신길(5) B4,영등포시장 방면5-3
445,5호선,2526,신길,525,20241231,하행,여의도,4-2,엘리베이터,1567615,0031-312,신길(5) B4,여의도 방면4-2
446,5호선,2526,신길,525,20241231,하행,여의도,1-1,엘리베이터,1567763,0109-789,신길(5) B4,여의도 방면1-1
211,5호선,2526,신길,525,20241231,상행,영등포시장,8-4,엘리베이터,1310501,0140-313,신길(5) B4,영등포시장 방면8-4
1744,5호선,2527,여의도,526,20241231,상행,신길,2-1,계단,,,,
1745,5호선,2527,여의도,526,20241231,상행,신길,4-1,계단,,,,
1746,5호선,2527,여의도,526,20241231,상행,신길,5-4,계단,,,,
1747,5호선,2527,여의도,526,20241231,상행,신길,7-4,계단,,,,
1748,5호선,2527,여의도,526,20241231,하행,여의나루,2-1,계단,,,,
1749,5호선,2527,여의도,526,20241231,하행,여의나루,4-1,계단,,,,
1750,5호선,2527,여의도,526,20241231,하행,여의나루,5-4,계단,,,,
1751,5호선,2527,여의도,526,20241231,하행,여의나루,7-4,계단,,,,
212,5호선,2527,여의도,526,20241231,상행,신길,6-4,엘리베이터,1310514,0058-165,여의도(5) B4,신길 방면6-4
213,5호선,2527,여의도,526,20241231,하행,여의나루,6-4,엘리베이터,1310515,0021-285,여의도(5) B4,여의나루 방면6-4
522,5호선,2528,여의나루,527,20241231,하행,마포,3-3,엘리베이터,1310520,0097-671,여의나루 B5,"여의도 방면6-2, 마포 방면3-3"
1752,5호선,2528,여의나루,527,20241231,상행,여의도,5-2,계단,,,,
1753,5호선,2528,여의나루,527,20241231,상행,여의도,7-3,계단,,,,
2299,5호선,2528,여의나루,527,20241231,하행,마포,4-3,계단,,,,
2300,5호선,2528,여의나루,527,20241231,하행,마포,2-2,계단,,,,
214,5호선,2528,여의나루,527,20241231,상행,여의도,6-2,엘리베이터,1310520,0097-671,여의나루 B5,"여의도 방면6-2, 마포 방면3-3"
215,5호선,2529,마포,528,20241231,상행,여의나루,5-1,엘리베이터,1310534,0040-716,마포 B5,"여의나루 방면5-1, 공덕 방면4-4"
523,5호선,2529,마포,528,20241231,하행,공덕,4-4,엘리베이터,1310534,0040-716,마포 B5,"여의나루 방면5-1, 공덕 방면4-4"
1754,5호선,2529,마포,528,20241231,상행,여의나루,3-4,계단,,,,
1755,5호선,2529,마포,528,20241231,상행,여의나루,5-4,계단,,,,
2301,5호선,2529,마포,528,20241231,하행,공덕,6-1,계단,,,,
2302,5호선,2529,마포,528,20241231,하행,공덕,4-1,계단,,,,
216,5호선,2530,공덕,529,20241231,하행,애오개,8-4,엘리베이터,1310546,0102-136,공덕(5) B3,"환승통로(애오개 방면8-4, 마포 방면1-1)"
524,5호선,2530,공덕,529,20241231,상행,마포,1-1,엘리베이터,1310546,0102-136,공덕(5) B3,"환승통로(애오개 방면8-4, 마포 방면1-1)"
775,5호선,2530,공덕,529,20241231,하행,애오개,8-4,에스컬레이터,1310548,1808-903,공덕(5) B3,"환승통로(애오개 방면8-4, 마포 방면1-1)"
776,5호선,2530,공덕,529,20241231,하행,애오개,8-4,에스컬레이터,1310549,1808-904,공덕(5) B3,"환승통로(애오개 방면8-4, 마포 방면1-1)"
1055,5호선,2530,공덕,529,20241231,상행,마포,1-1,에스컬레이터,1310548,1808-903,공덕(5) B3,"환승통로(애오개 방면8-4, 마포 방면1-1)"
777,5호선,2530,공덕,529,20241231,상행,마포,1-1,에스컬레이터,1310550,1808-905,공덕(5) B3,"마포 방면1-1, 애오개 방면8-4"
1056,5호선,2530,공덕,529,20241231,상행,마포,1-1,에스컬레이터,1310549,1808-904,공덕(5) B3,"환승통로(애오개 방면8-4, 마포 방면1-1)"
778,5호선,2530,공덕,529,20241231,상행,마포,1-1,에스컬레이터,1310551,1808-906,공덕(5) B3,"마포 방면1-1, 애오개 방면8-4"
1057,5호선,2530,공덕,529,20241231,하행,애오개,8-4,에스컬레이터,1310550,1808-905,공덕(5) B3,"마포 방면1-1, 애오개 방면8-4"
1058,5호선,2530,공덕,529,20241231,하행,애오개,8-4,에스컬레이터,1310551,1808-906,공덕(5) B3,"마포 방면1-1, 애오개 방면8-4"
1756,5호선,2530,공덕,529,20241231,상행,마포,3-2,계단,,,,
1757,5호선,2530,공덕,529,20241231,상행,마포,5-2,계단,,,,
2303,5호선,2530,공덕,529,20241231,하행,애오개,6-3,계단,,,,
2304,5호선,2530,공덕,529,20241231,하행,애오개,4-3,계단,,,,
217,5호선,2531,애오개,530,20241231,상행,공덕,4-4,엘리베이터,1310559,0102-183,애오개 B4,공덕 방면4-4
218,5호선,2531,애오개,530,20241231,하행,충정로,5-1,엘리베이터,1310560,0102-184,애오개 B4,충정로 방면5-1
1758,5호선,2531,애오개,530,20241231,상행,공덕,3-4,계단,,,,
1759,5호선,2531,애오개,530,20241231,상행,공덕,5-4,계단,,,,
1760,5호선,2531,애오개,530,20241231,하행,충정로,3-4,계단,,,,
1761,5호선,2531,애오개,530,20241231,하행,충정로,5-4,계단,,,,
525,5호선,2532,충정로,531,20241231,하행,서대문,6-2,엘리베이터,1310570,0040-426,충정로(5) B5,"애오개 방면3-3, 서대문 방면6-2"
219,5호선,2532,충정로,531,20241231,상행,애오개,3-3,엘리베이터,1310570,0040-426,충정로(5) B5,"애오개 방면3-3, 서대문 방면6-2"
1762,5호선,2532,충정로,531,20241231,상행,애오개,4-1,계단,,,,
1763,5호선,2532,충정로,531,20241231,상행,애오개,6-1,계단,,,,
2305,5호선,2532,충정로,531,20241231,하행,서대문,5-4,계단,,,,
2306,5호선,2532,충정로,531,20241231,하행,서대문,3-4,계단,,,,
526,5호선,2533,서대문,532,20241231,하행,광화문,6-3,엘리베이터,1310576,0000-441,서대문 B4,"충정로 방면3-2, 광화문 방면6-3"
220,5호선,2533,서대문,532,20241231,상행,충정로,3-2,엘리베이터,1310576,0000-441,서대문 B4,"충정로 방면3-2, 광화문 방면6-3"
1764,5호선,2533,서대문,532,20241231,상행,충정로,3-2,계단,,,,
1765,5호선,2533,서대문,532,20241231,상행,충정로,6-2,계단,,,,
2307,5호선,2533,서대문,532,20241231,하행,광화문,6-3,계단,,,,
2308,5호선,2533,서대문,532,20241231,하행,광화문,3-3,계단,,,,
527,5호선,2534,광화문,533,20241231,하행,종로3가,8-4,엘리베이터,1310588,0000-732,광화문 B4,"서대문 방면1-1, 종로3가 방면8-4"
779,5호선,2534,광화문,533,20241231,상행,서대문,1-1,에스컬레이터,1310589,1800-311,광화문 B4,"서대문 방면1-1, 종로3가 방면8-4"
221,5호선,2534,광화문,533,20241231,상행,서대문,1-1,엘리베이터,1310588,0000-732,광화문 B4,"서대문 방면1-1, 종로3가 방면8-4"
1059,5호선,2534,광화문,533,20241231,하행,종로3가,8-4,에스컬레이터,1310589,1800-311,광화문 B4,"서대문 방면1-1, 종로3가 방면8-4"
780,5호선,2534,광화문,533,20241231,상행,서대문,1-1,에스컬레이터,1310590,1800-312,광화문 B4,"서대문 방면1-1, 종로3가 방면8-4"
1060,5호선,2534,광화문,533,20241231,하행,종로3가,8-4,에스컬레이터,1310590,1800-312,광화문 B4,"서대문 방면1-1, 종로3가 방면8-4"
559,5호선,2534,광화문,533,20241231,하행,종로3가,8-4,엘리베이터,1620239,0139-079,광화문 B4,"서대문 방면1-1, 종로3가 방면8-4"
1766,5호선,2534,광화문,533,20241231,상행,서대문,1-1,계단,,,,
1767,5호선,2534,광화문,533,20241231,상행,서대문,8-4,계단,,,,
2309,5호선,2534,광화문,533,20241231,하행,종로3가,8-4,계단,,,,
2310,5호선,2534,광화문,533,20241231,하행,종로3가,1-1,계단,,,,
447,5호선,2534,광화문,533,20241231,상행,서대문,1-1,엘리베이터,1620239,0139-079,광화문 B4,"서대문 방면1-1, 종로3가 방면8-4"
528,5호선,2535,종로3가,534,20241231,하행,을지로4가,1-1,엘리베이터,1310597,0114-148,종로3가(5) B5,"환승통로(광화문 방면8-4, 을지로4가 방면1-1)"
781,5호선,2535,종로3가,534,20241231,상행,광화문,1-1,에스컬레이터,1310598,1800-008,종로3가(5) B5,"광화문 방면1-1, 을지로4가 방면8-4"
782,5호선,2535,종로3가,534,20241231,상행,광화문,1-1,에스컬레이터,1310599,1800-009,종로3가(5) B5,"광화문 방면1-1, 을지로4가 방면8-4"
1061,5호선,2535,종로3가,534,20241231,하행,을지로4가,8-4,에스컬레이터,1310598,1800-008,종로3가(5) B5,"광화문 방면1-1, 을지로4가 방면8-4"
783,5호선,2535,종로3가,534,20241231,상행,광화문,8-4,에스컬레이터,1310602,1800-012,종로3가(5) B5,"환승통로(광화문 방면8-4, 을지로4가 방면1-1)"
1062,5호선,2535,종로3가,534,20241231,하행,을지로4가,8-4,에스컬레이터,1310599,1800-009,종로3가(5) B5,"광화문 방면1-1, 을지로4가 방면8-4"
784,5호선,2535,종로3가,534,20241231,상행,광화문,8-4,에스컬레이터,1310603,1800-013,종로3가(5) B5,"환승통로(광화문 방면8-4, 을지로4가 방면1-1)"
1063,5호선,2535,종로3가,534,20241231,하행,을지로4가,1-1,에스컬레이터,1310602,1800-012,종로3가(5) B5,"환승통로(광화문 방면8-4, 을지로4가 방면1-1)"
785,5호선,2535,종로3가,534,20241231,상행,광화문,8-4,에스컬레이터,1310604,1800-014,종로3가(5) B5,"환승통로(광화문 방면8-4, 을지로4가 방면1-1)"
1064,5호선,2535,종로3가,534,20241231,하행,을지로4가,1-1,에스컬레이터,1310603,1800-013,종로3가(5) B5,"환승통로(광화문 방면8-4, 을지로4가 방면1-1)"
786,5호선,2535,종로3가,534,20241231,상행,광화문,8-4,에스컬레이터,1310605,1800-017,종로3가(5) B5,"환승통로(광화문 방면8-4, 을지로4가 방면1-1)"
1065,5호선,2535,종로3가,534,20241231,하행,을지로4가,1-1,에스컬레이터,1310604,1800-014,종로3가(5) B5,"환승통로(광화문 방면8-4, 을지로4가 방면1-1)"
1066,5호선,2535,종로3가,534,20241231,하행,을지로4가,1-1,에스컬레이터,1310605,1800-017,종로3가(5) B5,"환승통로(광화문 방면8-4, 을지로4가 방면1-1)"
222,5호선,2535,종로3가,534,20241231,상행,광화문,8-4,엘리베이터,1310597,0114-148,종로3가(5) B5,"환승통로(광화문 방면8-4, 을지로4가 방면1-1)"
562,5호선,2535,종로3가,534,20241231,하행,을지로4가,1-1,엘리베이터,1813326,0164-984,종로3가(5) B1,"광화문 방면8-4, 을지로4가 방면1-1"
1768,5호선,2535,종로3가,534,20241231,상행,광화문,8-4,계단,,,,
2311,5호선,2535,종로3가,534,20241231,하행,을지로4가,1-1,계단,,,,
479,5호선,2535,종로3가,534,20241231,상행,광화문,8-4,엘리베이터,1813326,0164-984,종로3가(5) B1,"광화문 방면8-4, 을지로4가 방면1-1"
529,5호선,2536,을지로4가,535,20241231,상행,종로3가,10-4,엘리베이터,1310609,0113-923,을지로4가(5) B5,"동대문역사문화공원 방면 1-1, 종로3가 방면 10-4"
787,5호선,2536,을지로4가,535,20241231,하행,동대문역사문화공원,1-4,에스컬레이터,1310612,1800-746,을지로4가(5) B5,"환승통로(동대문역사문화공원 방면1-4, 종로3가 방면8-1)"
788,5호선,2536,을지로4가,535,20241231,하행,동대문역사문화공원,1-4,에스컬레이터,1310613,1800-745,을지로4가(5) B5,"환승통로(동대문역사문화공원 방면1-4, 종로3가 방면8-1)"
1067,5호선,2536,을지로4가,535,20241231,상행,종로3가,8-1,에스컬레이터,1310612,1800-746,을지로4가(5) B5,"환승통로(동대문역사문화공원 방면1-4, 종로3가 방면8-1)"
789,5호선,2536,을지로4가,535,20241231,하행,동대문역사문화공원,1-1,에스컬레이터,1310614,1800-747,을지로4가(5) B5,"환승통로(동대문역사문화공원 방면1-1, 종로3가 방면8-4)"
1068,5호선,2536,을지로4가,535,20241231,상행,종로3가,8-1,에스컬레이터,1310613,1800-745,을지로4가(5) B5,"환승통로(동대문역사문화공원 방면1-4, 종로3가 방면8-1)"
1069,5호선,2536,을지로4가,535,20241231,상행,종로3가,8-4,에스컬레이터,1310614,1800-747,을지로4가(5) B5,"환승통로(동대문역사문화공원 방면1-1, 종로3가 방면8-4)"
790,5호선,2536,을지로4가,535,20241231,하행,동대문역사문화공원,1-1,에스컬레이터,1310615,1800-748,을지로4가(5) B5,"환승통로(동대문역사문화공원 방면1-1, 종로3가 방면8-4)"
1070,5호선,2536,을지로4가,535,20241231,상행,종로3가,8-4,에스컬레이터,1310615,1800-748,을지로4가(5) B5,"환승통로(동대문역사문화공원 방면1-1, 종로3가 방면8-4)"
1769,5호선,2536,을지로4가,535,20241231,상행,종로3가,5-3,계단,,,,
223,5호선,2536,을지로4가,535,20241231,하행,동대문역사문화공원,1-1,엘리베이터,1310609,0113-923,을지로4가(5) B5,"동대문역사문화공원 방면 1-1, 종로3가 방면 10-4"
1770,5호선,2536,을지로4가,535,20241231,상행,종로3가,8-1,계단,,,,
2312,5호선,2536,을지로4가,535,20241231,하행,동대문역사문화공원,4-2,계단,,,,
2313,5호선,2536,을지로4가,535,20241231,하행,동대문역사문화공원,1-4,계단,,,,
530,5호선,2537,동대문역사문화공원,536,20241231,상행,을지로4가,8-4,엘리베이터,1310622,0113-922,동대문역사문화공원(5) B5,"청구 방면1-1, 을지로4가 방면8-4"
1771,5호선,2537,동대문역사문화공원,536,20241231,상행,을지로4가,1-1,계단,,,,
224,5호선,2537,동대문역사문화공원,536,20241231,하행,청구,1-1,엘리베이터,1310622,0113-922,동대문역사문화공원(5) B5,"청구 방면1-1, 을지로4가 방면8-4"
2314,5호선,2537,동대문역사문화공원,536,20241231,하행,청구,8-4,계단,,,,
307,5호선,2538,청구,537,20241231,하행,신금호,5-3,엘리베이터,1311101,0104-443,청구(5) B2,"신금호 방면5-3, 동대문역사문화공원 방면4-1"
546,5호선,2538,청구,537,20241231,상행,동대문역사문화공원,4-1,엘리베이터,1311101,0104-443,청구(5) B2,"신금호 방면5-3, 동대문역사문화공원 방면4-1"
1772,5호선,2538,청구,537,20241231,상행,동대문역사문화공원,2-4,계단,,,,
1773,5호선,2538,청구,537,20241231,상행,동대문역사문화공원,5-1,계단,,,,
2315,5호선,2538,청구,537,20241231,하행,신금호,7-1,계단,,,,
2316,5호선,2538,청구,537,20241231,하행,신금호,4-4,계단,,,,
976,5호선,2539,신금호,538,20241231,하행,행당,3-4,에스컬레이터,1798171,1808-967,신금호 B8,"행당 방면3-4, 청구 방면5-3"
977,5호선,2539,신금호,538,20241231,하행,행당,3-4,에스컬레이터,1798172,1808-968,신금호 B8,"행당 방면3-4, 청구 방면5-3"
531,5호선,2539,신금호,538,20241231,하행,행당,8-3,엘리베이터,1310630,0102-334,신금호 B8,"청구 방면1-2, 행당 방면8-3"
532,5호선,2539,신금호,538,20241231,하행,행당,8-3,엘리베이터,1310631,0102-335,신금호 B8,"청구 방면1-2, 행당 방면8-3"
1774,5호선,2539,신금호,538,20241231,상행,청구,5-3,계단,,,,
1098,5호선,2539,신금호,538,20241231,상행,청구,5-3,에스컬레이터,1798171,1808-967,신금호 B8,"행당 방면3-4, 청구 방면5-3"
225,5호선,2539,신금호,538,20241231,상행,청구,1-2,엘리베이터,1310630,0102-334,신금호 B8,"청구 방면1-2, 행당 방면8-3"
1099,5호선,2539,신금호,538,20241231,상행,청구,5-3,에스컬레이터,1798172,1808-968,신금호 B8,"행당 방면3-4, 청구 방면5-3"
226,5호선,2539,신금호,538,20241231,상행,청구,1-2,엘리베이터,1310631,0102-335,신금호 B8,"청구 방면1-2, 행당 방면8-3"
2317,5호선,2539,신금호,538,20241231,하행,행당,4-2,계단,,,,
1775,5호선,2540,행당,539,20241231,상행,신금호,3-4,계단,,,,
1776,5호선,2540,행당,539,20241231,상행,신금호,5-4,계단,,,,
1777,5호선,2540,행당,539,20241231,하행,왕십리,4-1,계단,,,,
1778,5호선,2540,행당,539,20241231,하행,왕십리,6-1,계단,,,,
227,5호선,2540,행당,539,20241231,상행,신금호,4-4,엘리베이터,1310637,0103-811,행당 B5,신금호 방면4-4
228,5호선,2540,행당,539,20241231,하행,왕십리,5-1,엘리베이터,1310638,0103-812,행당 B5,왕십리 방면5-1
1779,5호선,2541,왕십리,540,20241231,상행,행당,2-3,계단,,,,
1780,5호선,2541,왕십리,540,20241231,상행,행당,4-3,계단,,,,
1781,5호선,2541,왕십리,540,20241231,하행,마장,5-2,계단,,,,
1782,5호선,2541,왕십리,540,20241231,하행,마장,7-2,계단,,,,
229,5호선,2541,왕십리,540,20241231,상행,행당,3-3,엘리베이터,1310649,0103-813,왕십리(5) B5,행당 방면3-3
230,5호선,2541,왕십리,540,20241231,하행,마장,6-2,엘리베이터,1310650,0103-814,왕십리(5) B5,마장 방면6-2
1783,5호선,2542,마장,541,20241231,상행,왕십리,3-4,계단,,,,
1784,5호선,2542,마장,541,20241231,상행,왕십리,5-4,계단,,,,
1785,5호선,2542,마장,541,20241231,하행,답십리,4-1,계단,,,,
1786,5호선,2542,마장,541,20241231,하행,답십리,6-1,계단,,,,
231,5호선,2542,마장,541,20241231,상행,왕십리,4-4,엘리베이터,1310659,0103-825,마장 B3,왕십리 방면4-4
232,5호선,2542,마장,541,20241231,하행,답십리,5-1,엘리베이터,1310660,0103-826,마장 B3,답십리 방면5-1
1787,5호선,2543,답십리,542,20241231,상행,마장,4-1,계단,,,,
1788,5호선,2543,답십리,542,20241231,상행,마장,5-4,계단,,,,
1789,5호선,2543,답십리,542,20241231,하행,장한평,4-1,계단,,,,
1790,5호선,2543,답십리,542,20241231,하행,장한평,5-4,계단,,,,
233,5호선,2543,답십리,542,20241231,상행,마장,4-4,엘리베이터,1310667,0104-440,답십리 B3,마장 방면4-4
234,5호선,2543,답십리,542,20241231,하행,장한평,5-1,엘리베이터,1310668,0104-441,답십리 B3,장한평 방면5-1
533,5호선,2544,장한평,543,20241231,하행,군자,5-2,엘리베이터,1310676,0028-329,장한평 B3,"답십리 방면4-2, 군자 방면5-2"
1791,5호선,2544,장한평,543,20241231,상행,답십리,3-3,계단,,,,
2318,5호선,2544,장한평,543,20241231,하행,군자,6-2,계단,,,,
235,5호선,2544,장한평,543,20241231,상행,답십리,4-2,엘리베이터,1310676,0028-329,장한평 B3,"답십리 방면4-2, 군자 방면5-2"
534,5호선,2545,군자,544,20241231,하행,아차산,4-1,엘리베이터,1310684,0028-991,군자(5) B2,"장한평 방면5-3, 아차산 방면4-1"
535,5호선,2545,군자,544,20241231,하행,아차산,5-1,엘리베이터,1310685,0028-260,군자(5) B2,"장한평 방면4-3, 아차산 방면5-1"
1792,5호선,2545,군자,544,20241231,상행,장한평,1-1,계단,,,,
1793,5호선,2545,군자,544,20241231,상행,장한평,1-1,계단,,,,
1794,5호선,2545,군자,544,20241231,상행,장한평,8-4,계단,,,,
1795,5호선,2545,군자,544,20241231,상행,장한평,8-4,계단,,,,
2319,5호선,2545,군자,544,20241231,하행,아차산,8-4,계단,,,,
2320,5호선,2545,군자,544,20241231,하행,아차산,8-4,계단,,,,
2321,5호선,2545,군자,544,20241231,하행,아차산,1-1,계단,,,,
2322,5호선,2545,군자,544,20241231,하행,아차산,1-1,계단,,,,
236,5호선,2545,군자,544,20241231,상행,장한평,5-3,엘리베이터,1310684,0028-991,군자(5) B2,"장한평 방면5-3, 아차산 방면4-1"
237,5호선,2545,군자,544,20241231,상행,장한평,4-3,엘리베이터,1310685,0028-260,군자(5) B2,"장한평 방면4-3, 아차산 방면5-1"
1796,5호선,2546,아차산,545,20241231,상행,군자,3-3,계단,,,,
1797,5호선,2546,아차산,545,20241231,상행,군자,5-4,계단,,,,
1798,5호선,2546,아차산,545,20241231,하행,광나루,4-1,계단,,,,
1799,5호선,2546,아차산,545,20241231,하행,광나루,6-2,계단,,,,
238,5호선,2546,아차산,545,20241231,상행,군자,6-1,엘리베이터,1310691,0027-016,아차산 B3,군자 방면6-1
239,5호선,2546,아차산,545,20241231,하행,광나루,3-4,엘리베이터,1310692,0028-339,아차산 B3,광나루 방면3-4
1800,5호선,2547,광나루,546,20241231,상행,아차산,4-1,계단,,,,
1801,5호선,2547,광나루,546,20241231,상행,아차산,6-2,계단,,,,
1802,5호선,2547,광나루,546,20241231,하행,천호,3-3,계단,,,,
1803,5호선,2547,광나루,546,20241231,하행,천호,5-4,계단,,,,
240,5호선,2547,광나루,546,20241231,상행,아차산,5-1,엘리베이터,1310702,0028-404,광나루 B3,아차산 방면5-1
241,5호선,2547,광나루,546,20241231,하행,천호,4-4,엘리베이터,1310703,0028-405,광나루 B3,천호 방면4-4
1804,5호선,2548,천호,547,20241231,상행,광나루,5-1,계단,,,,
1805,5호선,2548,천호,547,20241231,상행,광나루,7-1,계단,,,,
1806,5호선,2548,천호,547,20241231,하행,강동,2-4,계단,,,,
1807,5호선,2548,천호,547,20241231,하행,강동,4-4,계단,,,,
242,5호선,2548,천호,547,20241231,상행,광나루,6-1,엘리베이터,1310713,0112-626,천호(5) B3,광나루 방면6-1
243,5호선,2548,천호,547,20241231,하행,강동,4-1,엘리베이터,1310714,0075-646,천호(5) B3,강동 방면4-1
791,5호선,2549,강동,548,20241231,상행,천호,8-4,에스컬레이터,1310739,1802-523,강동 B4,천호 방면8-4
792,5호선,2549,강동,548,20241231,상행,천호,8-4,에스컬레이터,1310740,1802-524,강동 B4,천호 방면8-4
1808,5호선,2549,강동,548,20241231,상행,천호,1-1,계단,,,,
1809,5호선,2549,강동,548,20241231,상행,천호,8-4,계단,,,,
1810,5호선,2549,강동,548,20241231,하행,길동,1-1,계단,,,,
1811,5호선,2549,강동,548,20241231,하행,길동,8-4,계단,,,,
916,5호선,2549,강동,548,20241231,하행,둔촌동,1-1,에스컬레이터,1486111,1802-525,강동 B4,둔촌동 방면1-1
917,5호선,2549,강동,548,20241231,하행,둔촌동,1-1,에스컬레이터,1486112,1802-526,강동 B4,둔촌동 방면1-1
470,5호선,2549,강동,548,20241231,상행,천호,1-2,엘리베이터,1804616,0162-506,강동 B4,천호 방면1-2
244,5호선,2549,강동,548,20241231,하행,둔촌동,8-3,엘리베이터,1310729,0078-217,강동 B4,둔촌동 방면8-3
1812,5호선,2550,길동,549,20241231,상행,강동,4-1,계단,,,,
1813,5호선,2550,길동,549,20241231,상행,강동,6-2,계단,,,,
1814,5호선,2550,길동,549,20241231,하행,굽은다리,3-3,계단,,,,
1815,5호선,2550,길동,549,20241231,하행,굽은다리,5-4,계단,,,,
245,5호선,2550,길동,549,20241231,상행,강동,5-1,엘리베이터,1310743,0008-835,길동 B3,강동 방면5-1
246,5호선,2550,길동,549,20241231,하행,굽은다리,4-4,엘리베이터,1310744,0008-836,길동 B3,굽은다리 방면4-4
1816,5호선,2551,굽은다리,550,20241231,상행,길동,4-1,계단,,,,
1817,5호선,2551,굽은다리,550,20241231,상행,길동,5-4,계단,,,,
1818,5호선,2551,굽은다리,550,20241231,하행,명일,4-1,계단,,,,
1819,5호선,2551,굽은다리,550,20241231,하행,명일,5-4,계단,,,,
249,5호선,2551,굽은다리,550,20241231,상행,길동,6-3,엘리베이터,1310756,0011-271,굽은다리 B2,길동 방면6-3
250,5호선,2551,굽은다리,550,20241231,하행,명일,"3-2,3-3 사이",엘리베이터,1310757,0011-272,굽은다리 B2,"명일 방면3-2,3-3 사이"
1820,5호선,2552,명일,551,20241231,상행,굽은다리,4-1,계단,,,,
1821,5호선,2552,명일,551,20241231,상행,굽은다리,6-2,계단,,,,
1822,5호선,2552,명일,551,20241231,하행,고덕,3-3,계단,,,,
1823,5호선,2552,명일,551,20241231,하행,고덕,6-1,계단,,,,
253,5호선,2552,명일,551,20241231,상행,굽은다리,5-2,엘리베이터,1310770,0008-833,명일 B2,굽은다리 방면5-2
254,5호선,2552,명일,551,20241231,하행,고덕,"4-3,4-4 사이",엘리베이터,1310771,0008-834,명일 B2,"고덕 방면4-3,4-4 사이"
258,5호선,2553,고덕,552,20241231,하행,상일동,6-1,엘리베이터,1310782,0056-958,고덕 B2,상일동 방면6-1
1824,5호선,2553,고덕,552,20241231,상행,명일,4-3,계단,,,,
1825,5호선,2553,고덕,552,20241231,상행,명일,6-1,계단,,,,
1826,5호선,2553,고덕,552,20241231,하행,상일동,3-4,계단,,,,
1827,5호선,2553,고덕,552,20241231,하행,상일동,5-2,계단,,,,
257,5호선,2553,고덕,552,20241231,상행,명일,4-1,엘리베이터,1310781,0012-583,고덕 B2,명일 방면4-1
563,5호선,2554,상일동,553,20241231,하행,강일,3-4,엘리베이터,1821651,0169-279,상일동,"고덕 방면6-1, 강일 방면3-4"
1828,5호선,2554,상일동,553,20241231,상행,고덕,1-1,계단,,,,
1829,5호선,2554,상일동,553,20241231,상행,고덕,8-4,계단,,,,
482,5호선,2554,상일동,553,20241231,상행,고덕,6-1,엘리베이터,1821650,0169-278,상일동,고덕 방면6-1
483,5호선,2554,상일동,553,20241231,상행,고덕,6-1,엘리베이터,1821651,0169-279,상일동,"고덕 방면6-1, 강일 방면3-4"
1830,5호선,2555,둔촌동,P549,20241231,상행,강동,3-4,계단,,,,
1831,5호선,2555,둔촌동,P549,20241231,상행,강동,5-4,계단,,,,
1832,5호선,2555,둔촌동,P549,20241231,하행,올림픽공원,3-4,계단,,,,
1833,5호선,2555,둔촌동,P549,20241231,하행,올림픽공원,5-4,계단,,,,
247,5호선,2555,둔촌동,P549,20241231,상행,강동,5-1,엘리베이터,1310749,0011-274,둔촌동 B2,강동 방면5-1
248,5호선,2555,둔촌동,P549,20241231,하행,올림픽공원,5-1,엘리베이터,1310750,0011-275,둔촌동 B2,올림픽공원 방면5-1
793,5호선,2556,올림픽공원,P550,20241231,상행,둔촌동,6-1,에스컬레이터,1310766,1809-917,올림픽공원(5) B2,둔촌동 방면6-1
794,5호선,2556,올림픽공원,P550,20241231,상행,둔촌동,6-1,에스컬레이터,1310767,1809-920,올림픽공원(5) B2,둔촌동 방면6-1
795,5호선,2556,올림픽공원,P550,20241231,하행,방이,3-4,에스컬레이터,1310768,1811-199,올림픽공원(5) B2,방이 방면3-4
796,5호선,2556,올림픽공원,P550,20241231,하행,방이,3-4,에스컬레이터,1310769,1811-200,올림픽공원(5) B2,방이 방면3-4
1834,5호선,2556,올림픽공원,P550,20241231,상행,둔촌동,4-1,계단,,,,
1835,5호선,2556,올림픽공원,P550,20241231,상행,둔촌동,5-4,계단,,,,
1836,5호선,2556,올림픽공원,P550,20241231,하행,방이,4-1,계단,,,,
251,5호선,2556,올림픽공원,P550,20241231,상행,둔촌동,3-2,엘리베이터,1310763,0077-287,올림픽공원(5) B2,둔촌동 방면3-2
252,5호선,2556,올림픽공원,P550,20241231,하행,방이,6-3,엘리베이터,1310764,0077-288,올림픽공원(5) B2,방이 방면6-3
1837,5호선,2557,방이,P551,20241231,상행,올림픽공원,4-1,계단,,,,
1838,5호선,2557,방이,P551,20241231,상행,올림픽공원,5-4,계단,,,,
1839,5호선,2557,방이,P551,20241231,하행,오금,4-1,계단,,,,
1840,5호선,2557,방이,P551,20241231,하행,오금,5-4,계단,,,,
255,5호선,2557,방이,P551,20241231,상행,올림픽공원,4-4,엘리베이터,1310775,0087-288,방이 B2,올림픽공원 방면4-4
256,5호선,2557,방이,P551,20241231,하행,오금,5-1,엘리베이터,1310776,0087-289,방이 B2,오금 방면5-1
