관리번호,호선,역코드,역명,역번호,기준일자,상하행,방향(다음역),칸-문번호,승하차시설,시설번호,엘리베이터번호,통로위치,시설위치
1007,3호선,0330,교대,340,20241231,하행,남부터미널,8-3,에스컬레이터,1041640,1809-330,교대(3) B3,"고속터미널 방면3-2, 남부터미널 방면8-3"
1008,3호선,0330,교대,340,20241231,하행,남부터미널,8-3,에스컬레이터,1041641,1809-331,교대(3) B3,"고속터미널 방면3-2, 남부터미널 방면8-3"
520,3호선,0330,교대,340,20241231,하행,남부터미널,7-3,엘리베이터,1204638,0035-270,교대(3) B3,"고속터미널 방면4-2, 남부터미널 방면7-3"
1508,3호선,0330,교대,340,20241231,상행,고속터미널,3-3,계단,,,,
1509,3호선,0330,교대,340,20241231,상행,고속터미널,7-4,계단,,,,
1510,3호선,0330,교대,340,20241231,상행,고속터미널,9-4,계단,,,,
599,3호선,0330,교대,340,20241231,상행,고속터미널,3-2,에스컬레이터,1041640,1809-330,교대(3) B3,"고속터미널 방면3-2, 남부터미널 방면8-3"
600,3호선,0330,교대,340,20241231,상행,고속터미널,3-2,에스컬레이터,1041641,1809-331,교대(3) B3,"고속터미널 방면3-2, 남부터미널 방면8-3"
2265,3호선,0330,교대,340,20241231,하행,남부터미널,8-2,계단,,,,
2266,3호선,0330,교대,340,20241231,하행,남부터미널,4-1,계단,,,,
2267,3호선,0330,교대,340,20241231,하행,남부터미널,2-1,계단,,,,
183,3호선,0330,교대,340,20241231,상행,고속터미널,4-2,엘리베이터,1204638,0035-270,교대(3) B3,"고속터미널 방면4-2, 남부터미널 방면7-3"
98,3호선,0331,남부터미널,341,20241231,상행,교대,3-2,엘리베이터,1042190,0101-445,남부터미널 B3,교대 방면3-2
99,3호선,0331,남부터미널,341,20241231,하행,양재,8-2,엘리베이터,1042191,0101-446,남부터미널 B3,양재 방면8-2
1511,3호선,0331,남부터미널,341,20241231,상행,교대,2-3,계단,,,,
1512,3호선,0331,남부터미널,341,20241231,상행,교대,4-2,계단,,,,
1513,3호선,0331,남부터미널,341,20241231,상행,교대,7-4,계단,,,,
1514,3호선,0331,남부터미널,341,20241231,상행,교대,9-3,계단,,,,
1515,3호선,0331,남부터미널,341,20241231,하행,양재,2-1,계단,,,,
1516,3호선,0331,남부터미널,341,20241231,하행,양재,4-1,계단,,,,
1517,3호선,0331,남부터미널,341,20241231,하행,양재,7-2,계단,,,,
1518,3호선,0331,남부터미널,341,20241231,하행,양재,9-1,계단,,,,
1519,3호선,0332,양재,342,20241231,상행,남부터미널,2-1,계단,,,,
1520,3호선,0332,양재,342,20241231,상행,남부터미널,3-4,계단,,,,
1521,3호선,0332,양재,342,20241231,상행,남부터미널,8-1,계단,,,,
1522,3호선,0332,양재,342,20241231,상행,남부터미널,9-4,계단,,,,
1523,3호선,0332,양재,342,20241231,하행,매봉,1-4,계단,,,,
1524,3호선,0332,양재,342,20241231,하행,매봉,3-3,계단,,,,
1525,3호선,0332,양재,342,20241231,하행,매봉,7-4,계단,,,,
1526,3호선,0332,양재,342,20241231,하행,매봉,9-3,계단,,,,
180,3호선,0332,양재,342,20241231,상행,남부터미널,3-1,엘리베이터,1202755,0099-778,양재(3) B2,남부터미널 방면3-1
184,3호선,0332,양재,342,20241231,하행,매봉,8-4,엘리베이터,1204639,0099-779,양재(3) B2,매봉 방면8-4
72,3호선,0333,매봉,343,20241231,하행,도곡,6-1,엘리베이터,1042154,0033-325,매봉 B2,도곡 방면6-1
1527,3호선,0333,매봉,343,20241231,상행,양재,5-1,계단,,,,
1528,3호선,0333,매봉,343,20241231,상행,양재,6-4,계단,,,,
1529,3호선,0333,매봉,343,20241231,하행,도곡,5-1,계단,,,,
1530,3호선,0333,매봉,343,20241231,하행,도곡,6-4,계단,,,,
71,3호선,0333,매봉,343,20241231,상행,양재,5-4,엘리베이터,1042153,0033-324,매봉 B2,양재 방면5-4
728,3호선,0334,도곡,344,20241231,상행,매봉,4-1,에스컬레이터,1145305,1807-846,도곡(3) B4,매봉 방면4-1
729,3호선,0334,도곡,344,20241231,상행,매봉,4-1,에스컬레이터,1145306,1807-847,도곡(3) B4,매봉 방면4-1
730,3호선,0334,도곡,344,20241231,상행,매봉,7-4,에스컬레이터,1145307,1807-913,도곡(3) B4,매봉 방면7-4
731,3호선,0334,도곡,344,20241231,상행,매봉,7-4,에스컬레이터,1145308,1807-912,도곡(3) B4,매봉 방면7-4
732,3호선,0334,도곡,344,20241231,하행,대치,4-1,에스컬레이터,1145309,1807-915,도곡(3) B4,대치 방면4-1
733,3호선,0334,도곡,344,20241231,하행,대치,4-1,에스컬레이터,1145310,1807-914,도곡(3) B4,대치 방면4-1
734,3호선,0334,도곡,344,20241231,하행,대치,7-4,에스컬레이터,1145311,1807-848,도곡(3) B4,대치 방면7-4
735,3호선,0334,도곡,344,20241231,하행,대치,7-4,에스컬레이터,1145312,1807-849,도곡(3) B4,대치 방면7-4
1531,3호선,0334,도곡,344,20241231,상행,매봉,4-2,계단,,,,
1532,3호선,0334,도곡,344,20241231,상행,매봉,7-3,계단,,,,
736,3호선,0335,대치,345,20241231,상행,도곡,1-1,에스컬레이터,1145313,1807-887,대치 B4,"도곡 방면1-1, 학여울 방면10-4"
737,3호선,0335,대치,345,20241231,상행,도곡,1-1,에스컬레이터,1145314,1807-854,대치 B4,"도곡 방면1-1, 학여울 방면10-4"
738,3호선,0335,대치,345,20241231,상행,도곡,10-4,에스컬레이터,1145315,1807-855,대치 B4,"도곡 방면10-4, 학여울 방면1-1"
739,3호선,0335,대치,345,20241231,상행,도곡,10-4,에스컬레이터,1145316,1807-888,대치 B4,"도곡 방면10-4, 학여울 방면1-1"
513,3호선,0335,대치,345,20241231,하행,학여울,10-4,엘리베이터,1042219,0033-207,대치 B4,"도곡 방면1-1, 학여울 방면10-4"
1049,3호선,0335,대치,345,20241231,하행,학여울,10-4,에스컬레이터,1145313,1807-887,대치 B4,"도곡 방면1-1, 학여울 방면10-4"
1050,3호선,0335,대치,345,20241231,하행,학여울,10-4,에스컬레이터,1145314,1807-854,대치 B4,"도곡 방면1-1, 학여울 방면10-4"
1051,3호선,0335,대치,345,20241231,하행,학여울,1-1,에스컬레이터,1145315,1807-855,대치 B4,"도곡 방면10-4, 학여울 방면1-1"
1052,3호선,0335,대치,345,20241231,하행,학여울,1-1,에스컬레이터,1145316,1807-888,대치 B4,"도곡 방면10-4, 학여울 방면1-1"
1533,3호선,0335,대치,345,20241231,상행,도곡,10-4,계단,,,,
2268,3호선,0335,대치,345,20241231,하행,학여울,1-1,계단,,,,
113,3호선,0335,대치,345,20241231,상행,도곡,1-1,엘리베이터,1042219,0033-207,대치 B4,"도곡 방면1-1, 학여울 방면10-4"
73,3호선,0336,학여울,346,20241231,상행,대치,5-4,엘리베이터,1042156,0033-368,학여울 B5,대치 방면5-4
74,3호선,0336,학여울,346,20241231,하행,대청,6-1,엘리베이터,1042157,0033-369,학여울 B5,대청 방면6-1
1534,3호선,0336,학여울,346,20241231,상행,대치,4-4,계단,,,,
1535,3호선,0336,학여울,346,20241231,상행,대치,7-1,계단,,,,
1536,3호선,0336,학여울,346,20241231,하행,대청,4-4,계단,,,,
1537,3호선,0336,학여울,346,20241231,하행,대청,7-1,계단,,,,
1538,3호선,0337,대청,347,20241231,상행,학여울,3-4,계단,,,,
1539,3호선,0337,대청,347,20241231,상행,학여울,6-1,계단,,,,
1540,3호선,0337,대청,347,20241231,하행,일원,5-4,계단,,,,
1541,3호선,0337,대청,347,20241231,하행,일원,8-1,계단,,,,
132,3호선,0337,대청,347,20241231,상행,학여울,4-4,엘리베이터,1042249,0035-268,대청 B3,학여울 방면4-4
133,3호선,0337,대청,347,20241231,하행,일원,7-1,엘리베이터,1042250,0035-267,대청 B3,일원 방면7-1
1542,3호선,0338,일원,348,20241231,상행,대청,5-2,계단,,,,
1543,3호선,0338,일원,348,20241231,상행,대청,7-4,계단,,,,
1544,3호선,0338,일원,348,20241231,하행,수서,4-1,계단,,,,
1545,3호선,0338,일원,348,20241231,하행,수서,6-3,계단,,,,
134,3호선,0338,일원,348,20241231,상행,대청,6-3,엘리베이터,1042252,0035-326,일원 B3,대청 방면6-3
135,3호선,0338,일원,348,20241231,하행,수서,5-2,엘리베이터,1042253,0035-327,일원 B3,수서 방면5-2
744,3호선,0339,수서,349,20241231,상행,일원,9-3,에스컬레이터,1202851,1812-114,수서(3) B2,일원 방면9-3
745,3호선,0339,수서,349,20241231,상행,일원,9-3,에스컬레이터,1202852,1812-113,수서(3) B2,일원 방면9-3
746,3호선,0339,수서,349,20241231,하행,가락시장,2-2,에스컬레이터,1202853,1812-116,수서(3) B2,가락시장 방면2-2
747,3호선,0339,수서,349,20241231,하행,가락시장,2-2,에스컬레이터,1202854,1812-115,수서(3) B2,가락시장 방면2-2
1546,3호선,0339,수서,349,20241231,상행,일원,3-1,계단,,,,
1547,3호선,0339,수서,349,20241231,상행,일원,5-1,계단,,,,
1548,3호선,0339,수서,349,20241231,상행,일원,7-2,계단,,,,
1549,3호선,0339,수서,349,20241231,하행,가락시장,4-3,계단,,,,
1550,3호선,0339,수서,349,20241231,하행,가락시장,6-4,계단,,,,
1551,3호선,0339,수서,349,20241231,하행,가락시장,8-4,계단,,,,
63,3호선,0339,수서,349,20241231,하행,가락시장,3-2,엘리베이터,1042143,0033-205,수서(3) B2,가락시장 방면3-2
64,3호선,0339,수서,349,20241231,상행,일원,8-3,엘리베이터,1042144,0033-206,수서(3) B2,일원 방면8-3
153,3호선,0340,가락시장,350,20241231,상행,수서,8-2,엘리베이터,1126391,0100-025,가락시장(3) B4,수서 방면8-2
154,3호선,0340,가락시장,350,20241231,하행,경찰병원,3-2,엘리베이터,1126392,0100-026,가락시장(3) B4,경찰병원 방면3-2
1552,3호선,0340,가락시장,350,20241231,상행,수서,10-1,계단,,,,
1553,3호선,0340,가락시장,350,20241231,하행,경찰병원,1-4,계단,,,,
665,3호선,0340,가락시장,350,20241231,상행,수서,4-4,에스컬레이터,1126369,1809-395,가락시장(3) B4,수서 방면4-4
666,3호선,0340,가락시장,350,20241231,상행,수서,4-4,에스컬레이터,1126370,1809-396,가락시장(3) B4,수서 방면4-4
667,3호선,0340,가락시장,350,20241231,상행,수서,6-3,에스컬레이터,1126371,1809-397,가락시장(3) B4,수서 방면6-3
668,3호선,0340,가락시장,350,20241231,상행,수서,6-3,에스컬레이터,1126372,1809-398,가락시장(3) B4,수서 방면6-3
669,3호선,0340,가락시장,350,20241231,상행,수서,8-3,에스컬레이터,1126373,1809-399,가락시장(3) B4,수서 방면8-3
670,3호선,0340,가락시장,350,20241231,상행,수서,8-3,에스컬레이터,1126374,1809-400,가락시장(3) B4,수서 방면8-3
671,3호선,0340,가락시장,350,20241231,상행,수서,10-1,에스컬레이터,1126375,1808-601,가락시장(3) B4,수서 방면10-1
672,3호선,0340,가락시장,350,20241231,하행,경찰병원,2-1,에스컬레이터,1126376,1808-602,가락시장(3) B4,경찰병원 방면2-1
673,3호선,0340,가락시장,350,20241231,하행,경찰병원,3-2,에스컬레이터,1126377,1808-603,가락시장(3) B4,경찰병원 방면3-2
674,3호선,0340,가락시장,350,20241231,하행,경찰병원,3-2,에스컬레이터,1126378,1808-604,가락시장(3) B4,경찰병원 방면3-2
675,3호선,0340,가락시장,350,20241231,하행,경찰병원,5-2,에스컬레이터,1126379,1808-605,가락시장(3) B4,경찰병원 방면5-2
676,3호선,0340,가락시장,350,20241231,하행,경찰병원,5-2,에스컬레이터,1126380,1808-606,가락시장(3) B4,경찰병원 방면5-2
677,3호선,0340,가락시장,350,20241231,하행,경찰병원,7-1,에스컬레이터,1126381,1808-607,가락시장(3) B4,경찰병원 방면7-1
678,3호선,0340,가락시장,350,20241231,하행,경찰병원,7-1,에스컬레이터,1126382,1808-608,가락시장(3) B4,경찰병원 방면7-1
155,3호선,0341,경찰병원,351,20241231,상행,가락시장,4-2,엘리베이터,1126536,0099-889,경찰병원 B3,가락시장 방면4-2
156,3호선,0341,경찰병원,351,20241231,하행,오금,7-3,엘리베이터,1126537,0099-890,경찰병원 B3,오금 방면7-3
679,3호선,0341,경찰병원,351,20241231,상행,가락시장,2-1,에스컬레이터,1126514,1809-375,경찰병원 B3,가락시장 방면2-1
680,3호선,0341,경찰병원,351,20241231,상행,가락시장,2-1,에스컬레이터,1126515,1809-376,경찰병원 B3,가락시장 방면2-1
681,3호선,0341,경찰병원,351,20241231,상행,가락시장,6-2,에스컬레이터,1126516,1809-377,경찰병원 B3,가락시장 방면6-2
682,3호선,0341,경찰병원,351,20241231,상행,가락시장,6-2,에스컬레이터,1126517,1809-378,경찰병원 B3,가락시장 방면6-2
683,3호선,0341,경찰병원,351,20241231,상행,가락시장,7-4,에스컬레이터,1126518,1809-379,경찰병원 B3,가락시장 방면7-4
684,3호선,0341,경찰병원,351,20241231,상행,가락시장,7-4,에스컬레이터,1126519,1809-380,경찰병원 B3,가락시장 방면7-4
685,3호선,0341,경찰병원,351,20241231,하행,오금,4-1,에스컬레이터,1126520,1809-381,경찰병원 B3,오금 방면4-1
686,3호선,0341,경찰병원,351,20241231,하행,오금,4-1,에스컬레이터,1126521,1809-382,경찰병원 B3,오금 방면4-1
687,3호선,0341,경찰병원,351,20241231,하행,오금,5-3,에스컬레이터,1126522,1809-383,경찰병원 B3,오금 방면5-3
688,3호선,0341,경찰병원,351,20241231,하행,오금,5-3,에스컬레이터,1126523,1809-384,경찰병원 B3,오금 방면5-3
689,3호선,0341,경찰병원,351,20241231,하행,오금,9-4,에스컬레이터,1126524,1809-385,경찰병원 B3,오금 방면9-4
690,3호선,0341,경찰병원,351,20241231,하행,오금,9-4,에스컬레이터,1126525,1809-386,경찰병원 B3,오금 방면9-4
1554,3호선,0342,오금,352,20241231,상행,경찰병원,7-1,계단,,,,
1555,3호선,0342,오금,352,20241231,하행,오금,4-4,계단,,,,
157,3호선,0342,오금,352,20241231,상행,경찰병원,5-1,엘리베이터,1126672,0099-955,오금(3) B4,경찰병원 방면5-1
158,3호선,0342,오금,352,20241231,하행,오금,6-4,엘리베이터,1126673,0099-956,오금(3) B4,오금 방면6-4
691,3호선,0342,오금,352,20241231,상행,경찰병원,2-2,에스컬레이터,1126656,1809-360,오금(3) B4,경찰병원 방면2-2
692,3호선,0342,오금,352,20241231,상행,경찰병원,2-2,에스컬레이터,1126657,1809-361,오금(3) B4,경찰병원 방면2-2
693,3호선,0342,오금,352,20241231,상행,경찰병원,4-2,에스컬레이터,1126658,1809-362,오금(3) B4,경찰병원 방면4-2
694,3호선,0342,오금,352,20241231,상행,경찰병원,4-2,에스컬레이터,1126659,1809-363,오금(3) B4,경찰병원 방면4-2
695,3호선,0342,오금,352,20241231,상행,경찰병원,7-1,에스컬레이터,1126660,1809-364,오금(3) B4,경찰병원 방면7-1
696,3호선,0342,오금,352,20241231,하행,오금,4-4,에스컬레이터,1126661,1809-365,오금(3) B4,오금 방면4-4
697,3호선,0342,오금,352,20241231,하행,오금,7-3,에스컬레이터,1126662,1809-366,오금(3) B4,오금 방면7-3
698,3호선,0342,오금,352,20241231,하행,오금,7-3,에스컬레이터,1126663,1809-367,오금(3) B4,오금 방면7-3
699,3호선,0342,오금,352,20241231,하행,오금,9-3,에스컬레이터,1126664,1809-368,오금(3) B4,오금 방면9-3
700,3호선,0342,오금,352,20241231,하행,오금,9-3,에스컬레이터,1126665,1809-369,오금(3) B4,오금 방면9-3
972,4호선,0409,불암산,409,20241231,상행,별내별가람,3-1,에스컬레이터,1781721,1813-713,불암산 3F,별내별가람 방면3-1
973,4호선,0409,불암산,409,20241231,상행,별내별가람,3-1,에스컬레이터,1781722,1813-714,불암산 3F,별내별가람 방면3-1
1556,4호선,0409,불암산,409,20241231,상행,별내별가람,4-3,계단,,,,
1557,4호선,0409,불암산,409,20241231,상행,별내별가람,7-2,계단,,,,
1558,4호선,0409,불암산,409,20241231,하행,상계,4-3,계단,,,,
1559,4호선,0409,불암산,409,20241231,하행,상계,7-2,계단,,,,
37,4호선,0409,불암산,409,20241231,하행,상계,5-4,엘리베이터,1042108,0085-252,불암산 3F,상계 방면5-4
38,4호선,0409,불암산,409,20241231,상행,별내별가람,6-1,엘리베이터,1042110,0085-251,불암산 3F,별내별가람 방면6-1
974,4호선,0410,상계,410,20241231,하행,노원,2-1,에스컬레이터,1784882,1810-594,상계 3F,노원 방면2-1
975,4호선,0410,상계,410,20241231,하행,노원,2-1,에스컬레이터,1784883,1810-595,상계 3F,노원 방면2-1
1560,4호선,0410,상계,410,20241231,상행,불암산,4-1,계단,,,,
1561,4호선,0410,상계,410,20241231,상행,불암산,7-4,계단,,,,
1562,4호선,0410,상계,410,20241231,상행,불암산,9-4,계단,,,,
1563,4호선,0410,상계,410,20241231,하행,노원,2-1,계단,,,,
1564,4호선,0410,상계,410,20241231,하행,노원,4-1,계단,,,,
1565,4호선,0410,상계,410,20241231,하행,노원,7-4,계단,,,,
982,4호선,0411,노원,411,20241231,하행,창동,2-4,에스컬레이터,1801058,1813-739,노원(4) 3F,창동 방면2-4
983,4호선,0411,노원,411,20241231,하행,창동,2-4,에스컬레이터,1801059,1813-738,노원(4) 3F,창동 방면2-4
151,4호선,0411,노원,411,20241231,상행,상계,8-4,엘리베이터,1125823,0085-261,노원(4) 3F,상계 방면8-4
1566,4호선,0411,노원,411,20241231,상행,상계,2-1,계단,,,,
1567,4호선,0411,노원,411,20241231,상행,상계,4-1,계단,,,,
1568,4호선,0411,노원,411,20241231,상행,상계,7-3,계단,,,,
1569,4호선,0411,노원,411,20241231,상행,상계,9-3,계단,,,,
1570,4호선,0411,노원,411,20241231,하행,창동,4-2,계단,,,,
1571,4호선,0411,노원,411,20241231,하행,창동,7-3,계단,,,,
1572,4호선,0411,노원,411,20241231,하행,창동,9-3,계단,,,,
1573,4호선,0412,창동,412,20241231,상행,노원,NA-NA,계단,,,,
1574,4호선,0412,창동,412,20241231,상행,노원,3-4,계단,,,,
1575,4호선,0412,창동,412,20241231,상행,노원,7-3,계단,,,,
1576,4호선,0412,창동,412,20241231,하행,쌍문,2-2,계단,,,,
1577,4호선,0412,창동,412,20241231,하행,쌍문,4-2,계단,,,,
1578,4호선,0412,창동,412,20241231,하행,쌍문,8-1,계단,,,,
441,4호선,0412,창동,412,20241231,상행,노원,2-4,엘리베이터,1498879,0125-527,창동(4) 3F,노원 방면2-4
442,4호선,0412,창동,412,20241231,상행,노원,8-3,엘리베이터,1498880,0125-524,창동(4) 3F,노원 방면8-3
443,4호선,0412,창동,412,20241231,하행,쌍문,3-2,엘리베이터,1498881,0125-525,창동(4) 3F,쌍문 방면3-2
444,4호선,0412,창동,412,20241231,하행,쌍문,8-4,엘리베이터,1498882,0125-526,창동(4) 3F,쌍문 방면8-4
468,4호선,0412,창동,412,20241231,하행,쌍문,6-1,엘리베이터,1798410,0159-084,창동(4) 3F,쌍문 방면6-1
469,4호선,0412,창동,412,20241231,하행,쌍문,6-1,엘리베이터,1798411,0159-085,창동(4) 3F,쌍문 방면6-1
1579,4호선,0413,쌍문,413,20241231,상행,창동,2-4,계단,,,,
