datetime_full,호선,역명,사용일수구분,승차건수,하차건수
2024-05-24 11:00:00,3호선,안국,7일권,0,1
2024-05-24 12:00:00,3호선,안국,7일권,1,0
2024-05-24 12:00:00,4호선,이촌(국립중앙박물관),3일권,0,2
2024-05-24 12:00:00,5호선,여의도,2일권,2,0
2024-05-24 12:00:00,6호선,삼각지,3일권,1,0
2024-05-24 13:00:00,4호선,명동,7일권,0,1
2024-05-24 13:00:00,4호선,회현(남대문시장),7일권,1,1
2024-05-24 15:00:00,2호선,을지로입구,7일권,1,0
2024-05-24 15:00:00,4호선,명동,3일권,0,1
2024-05-24 15:00:00,4호선,숙대입구(갈월),2일권,1,1
2024-05-24 15:00:00,4호선,이촌(국립중앙박물관),3일권,1,0
2024-05-24 16:00:00,3호선,안국,2일권,0,1
2024-05-24 17:00:00,4호선,서울역,5일권,5,0
2024-05-24 18:00:00,2호선,방배,7일권,1,1
2024-05-24 18:00:00,2호선,홍대입구,5일권,0,5
2024-05-24 19:00:00,2호선,잠실(송파구청),7일권,0,1
2024-05-24 19:00:00,3호선,안국,2일권,1,0
2024-05-24 19:00:00,4호선,서울역,2일권,2,2
2024-05-24 19:00:00,4호선,숙대입구(갈월),2일권,0,1
2024-05-24 20:00:00,2호선,잠실(송파구청),7일권,1,0
2024-05-24 20:00:00,2호선,강남,7일권,1,1
2024-05-24 21:00:00,2호선,시청,5일권,0,3
2024-05-24 21:00:00,2호선,을지로입구,7일권,0,1
2024-05-24 21:00:00,2호선,홍대입구,5일권,3,0
2024-05-24 21:00:00,2호선,이대,7일권,1,1
2024-05-24 21:00:00,4호선,명동,5일권,0,3
2024-05-24 21:00:00,4호선,회현(남대문시장),5일권,3,0
2024-05-24 22:00:00,1호선,서울역,7일권,0,1
2024-05-24 22:00:00,4호선,명동,7일권,1,0
2024-05-24 23:00:00,2호선,을지로입구,5일권,3,0
2024-05-24 23:00:00,2호선,홍대입구,5일권,0,3
2024-05-25 08:00:00,1호선,서울역,7일권,1,0
2024-05-25 09:00:00,2호선,홍대입구,5일권,3,0
2024-05-25 10:00:00,2호선,을지로입구,5일권,0,2
2024-05-25 10:00:00,2호선,잠실(송파구청),7일권,0,1
2024-05-25 10:00:00,2호선,사당,5일권,0,3
2024-05-25 10:00:00,2호선,홍대입구,5일권,2,0
2024-05-25 12:00:00,2호선,잠실(송파구청),7일권,1,0
2024-05-25 12:00:00,2호선,삼성(무역센터),7일권,0,1
2024-05-25 12:00:00,3호선,안국,3일권,0,1
2024-05-25 12:00:00,4호선,명동,3일권,1,0
2024-05-25 13:00:00,2호선,을지로입구,5일권,4,2
2024-05-25 13:00:00,2호선,삼성(무역센터),7일권,1,0
2024-05-25 13:00:00,2호선,홍대입구,5일권,0,2
2024-05-25 14:00:00,3호선,고속터미널,7일권,1,0
2024-05-25 14:00:00,4호선,남태령,5일권,3,0
2024-05-25 15:00:00,2호선,을지로입구,7일권,0,1
2024-05-25 15:00:00,5호선,여의나루,5일권,0,3
2024-05-25 17:00:00,2호선,을지로입구,7일권,1,0
2024-05-25 17:00:00,4호선,명동,3일권,1,0
2024-05-25 17:00:00,4호선,서울역,3일권,0,1
2024-05-25 18:00:00,1호선,시청,5일권,0,2
2024-05-25 18:00:00,1호선,종로3가,5일권,2,0
2024-05-25 19:00:00,3호선,경복궁(정부서울청사),7일권,1,2
2024-05-25 20:00:00,2호선,을지로입구,5일권,2,0
2024-05-25 20:00:00,5호선,광화문(세종문화회관),7일권,1,0
2024-05-25 20:00:00,6호선,상수,5일권,0,2
2024-05-25 21:00:00,2호선,홍대입구,7일권,1,1
2024-05-25 21:00:00,2호선,이대,7일권,1,1
2024-05-25 22:00:00,1호선,서울역,7일권,0,1
2024-05-25 22:00:00,2호선,을지로입구,7일권,0,1
2024-05-25 22:00:00,4호선,명동,7일권,1,0
2024-05-26 08:00:00,1호선,서울역,7일권,1,0
2024-05-26 10:00:00,2호선,을지로입구,7일권,0,1
2024-05-26 11:00:00,3호선,안국,7일권,0,1
2024-05-26 11:00:00,4호선,명동,7일권,1,0
2024-05-26 12:00:00,3호선,안국,7일권,1,0
2024-05-26 13:00:00,2호선,을지로입구,5일권,0,5
2024-05-26 13:00:00,2호선,홍대입구,5일권,5,0
2024-05-26 14:00:00,4호선,명동,3일권,1,0
2024-05-26 14:00:00,4호선,서울역,3일권,0,1
2024-05-26 15:00:00,2호선,을지로입구,5일권,2,0
2024-05-26 15:00:00,2호선,잠실(송파구청),7일권,0,1
2024-05-26 15:00:00,2호선,홍대입구,5일권,0,2
2024-05-26 16:00:00,2호선,시청,5일권,2,0
2024-05-26 16:00:00,2호선,홍대입구,5일권,0,2
2024-05-26 17:00:00,2호선,홍대입구,5일권,2,0
2024-05-26 17:00:00,2호선,아현,5일권,0,2
2024-05-26 17:00:00,3호선,경복궁(정부서울청사),5일권,1,0
2024-05-26 17:00:00,3호선,종로3가,5일권,0,1
2024-05-26 18:00:00,2호선,을지로입구,7일권,0,1
2024-05-26 18:00:00,2호선,잠실(송파구청),7일권,1,0
2024-05-26 19:00:00,2호선,을지로입구,7일권,1,0
2024-05-26 19:00:00,2호선,이대,7일권,1,1
2024-05-26 20:00:00,2호선,을지로입구,5일권,1,0
2024-05-26 20:00:00,2호선,강남,7일권,0,1
2024-05-26 20:00:00,2호선,홍대입구,5일권,2,2
2024-05-26 20:00:00,2호선,아현,5일권,2,0
2024-05-26 20:00:00,3호선,고속터미널,7일권,1,1
2024-05-26 20:00:00,4호선,명동,5일권,0,2
2024-05-26 21:00:00,2호선,을지로입구,7일권,0,1
2024-05-26 21:00:00,2호선,강남,7일권,1,0
2024-05-26 21:00:00,2호선,홍대입구,5일권,0,1
2024-05-26 21:00:00,4호선,명동,5일권,2,0
2024-05-26 21:00:00,4호선,명동,7일권,1,0
2024-05-26 22:00:00,1호선,서울역,7일권,0,1
2024-05-26 22:00:00,2호선,홍대입구,5일권,0,2
2024-05-27 08:00:00,2호선,홍대입구,5일권,5,0
2024-05-27 09:00:00,2호선,잠실(송파구청),5일권,0,5
2024-05-27 09:00:00,2호선,삼성(무역센터),5일권,5,0
2024-05-27 10:00:00,1호선,서울역,2일권,1,0
2024-05-27 11:00:00,2호선,을지로입구,5일권,2,0
2024-05-27 11:00:00,4호선,동대문역사문화공원(DDP),2일권,0,2
2024-05-27 11:00:00,4호선,서울역,2일권,2,0
2024-05-27 11:00:00,4호선,서울역,5일권,2,0
2024-05-27 12:00:00,2호선,강남,5일권,0,2
2024-05-27 13:00:00,2호선,홍대입구,5일권,2,0
2024-05-27 13:00:00,6호선,상수,2일권,1,0
2024-05-27 13:00:00,6호선,녹사평(용산구청),2일권,1,1
2024-05-27 13:00:00,6호선,이태원,2일권,0,1
2024-05-27 14:00:00,2호선,잠실(송파구청),5일권,0,2
2024-05-27 14:00:00,2호선,삼성(무역센터),5일권,2,0
2024-05-27 14:00:00,3호선,경복궁(정부서울청사),2일권,0,1
2024-05-27 14:00:00,6호선,녹사평(용산구청),2일권,1,0
2024-05-27 15:00:00,2호선,을지로입구,2일권,0,1
2024-05-27 15:00:00,2호선,을지로3가,2일권,1,0
2024-05-27 15:00:00,3호선,경복궁(정부서울청사),2일권,1,0
2024-05-27 15:00:00,3호선,을지로3가,2일권,0,1
2024-05-27 16:00:00,2호선,잠실(송파구청),5일권,9,4
2024-05-27 17:00:00,2호선,동대문역사문화공원(DDP),5일권,0,2
2024-05-27 17:00:00,4호선,동대문역사문화공원(DDP),2일권,2,0
2024-05-27 18:00:00,2호선,을지로입구,2일권,1,0
2024-05-27 18:00:00,2호선,을지로입구,5일권,0,2
2024-05-27 18:00:00,2호선,동대문역사문화공원(DDP),5일권,2,0
2024-05-27 18:00:00,2호선,잠실(송파구청),2일권,0,1
2024-05-27 18:00:00,2호선,잠실(송파구청),5일권,2,0
2024-05-27 18:00:00,4호선,충무로,2일권,0,2
2024-05-27 19:00:00,1호선,서울역,5일권,0,2
2024-05-27 19:00:00,1호선,시청,5일권,2,0
2024-05-27 19:00:00,2호선,강변(동서울터미널),2일권,1,1
2024-05-27 19:00:00,2호선,잠실(송파구청),2일권,1,0
2024-05-27 19:00:00,2호선,합정,5일권,0,5
2024-05-27 19:00:00,2호선,홍대입구,5일권,0,2
2024-05-27 20:00:00,2호선,을지로입구,2일권,0,1
2024-05-27 20:00:00,2호선,신촌,2일권,1,1
2024-05-28 10:00:00,4호선,충무로,2일권,2,0
2024-05-28 10:00:00,4호선,회현(남대문시장),2일권,0,2
2024-05-28 11:00:00,1호선,서울역,3일권,2,0
2024-05-28 12:00:00,1호선,서울역,5일권,2,0
2024-05-28 12:00:00,3호선,안국,2일권,0,2
2024-05-28 12:00:00,3호선,안국,3일권,0,2
2024-05-28 12:00:00,4호선,명동,5일권,0,1
2024-05-28 12:00:00,4호선,회현(남대문시장),2일권,2,0
2024-05-28 13:00:00,1호선,종각,5일권,0,2
2024-05-28 13:00:00,2호선,을지로입구,2일권,1,0
2024-05-28 14:00:00,2호선,을지로입구,5일권,1,0
2024-05-28 14:00:00,5호선,종로3가,3일권,2,0
2024-05-28 15:00:00,2호선,잠실(송파구청),5일권,0,1
2024-05-28 15:00:00,3호선,안국,2일권,2,0
2024-05-28 16:00:00,3호선,안국,5일권,2,0
2024-05-28 16:00:00,4호선,충무로,2일권,0,2
2024-05-28 17:00:00,2호선,잠실(송파구청),5일권,1,0
2024-05-28 17:00:00,2호선,삼성(무역센터),3일권,2,0
2024-05-28 17:00:00,2호선,강남,3일권,0,2
2024-05-28 17:00:00,2호선,강남,5일권,1,1
2024-05-28 17:00:00,4호선,충무로,2일권,2,0
2024-05-28 18:00:00,2호선,을지로입구,2일권,0,2
2024-05-28 20:00:00,2호선,삼성(무역센터),5일권,2,0
2024-05-28 20:00:00,2호선,교대(법원.검찰청),5일권,0,2
2024-05-28 20:00:00,2호선,홍대입구,5일권,0,2
2024-05-28 20:00:00,3호선,교대(법원.검찰청),5일권,2,0
2024-05-28 20:00:00,5호선,여의도,5일권,0,1
2024-05-28 21:00:00,2호선,강남,3일권,2,0
2024-05-28 21:00:00,4호선,충무로,2일권,0,2
2024-05-28 21:00:00,4호선,충무로,5일권,0,2
2024-05-28 21:00:00,4호선,명동,2일권,2,0
2024-05-28 21:00:00,5호선,여의도,5일권,1,0
2024-05-29 00:00:00,2호선,홍대입구,3일권,0,1
2024-05-29 00:00:00,3호선,압구정,3일권,2,1
2024-05-29 09:00:00,2호선,홍대입구,5일권,2,0
2024-05-29 10:00:00,3호선,안국,5일권,0,2
2024-05-29 10:00:00,4호선,충무로,5일권,2,0
2024-05-29 10:00:00,4호선,명동,5일권,0,2
2024-05-29 12:00:00,2호선,을지로입구,5일권,2,0
2024-05-29 12:00:00,4호선,명동,5일권,0,1
2024-05-29 13:00:00,2호선,을지로입구,5일권,1,0
2024-05-29 13:00:00,2호선,홍대입구,5일권,0,1
2024-05-29 13:00:00,5호선,광화문(세종문화회관),5일권,0,2
2024-05-29 14:00:00,1호선,서울역,7일권,2,0
2024-05-29 14:00:00,2호선,홍대입구,5일권,1,0
2024-05-29 15:00:00,4호선,회현(남대문시장),7일권,0,2
2024-05-29 15:00:00,6호선,삼각지,5일권,0,1
2024-05-29 16:00:00,1호선,서울역,5일권,1,1
2024-05-29 16:00:00,6호선,삼각지,5일권,1,0
2024-05-29 17:00:00,1호선,서울역,3일권,1,0
2024-05-29 17:00:00,2호선,을지로4가,3일권,0,2
2024-05-29 17:00:00,5호선,여의나루,3일권,2,0
2024-05-29 17:00:00,5호선,광화문(세종문화회관),5일권,2,0
2024-05-29 18:00:00,1호선,시청,3일권,0,1
2024-05-29 18:00:00,4호선,명동,5일권,0,2
2024-05-29 20:00:00,2호선,을지로입구,3일권,1,0
2024-05-29 21:00:00,2호선,시청,5일권,2,0
2024-05-29 21:00:00,2호선,합정,5일권,1,1
2024-05-29 21:00:00,2호선,홍대입구,5일권,0,2
2024-05-29 21:00:00,3호선,압구정,3일권,0,1
2024-05-29 22:00:00,4호선,충무로,5일권,0,2
2024-05-29 22:00:00,4호선,명동,5일권,2,1
2024-05-29 22:00:00,5호선,을지로4가,7일권,0,2
2024-05-29 23:00:00,4호선,명동,5일권,1,0
2024-05-30 09:00:00,2호선,홍대입구,5일권,2,0
2024-05-30 09:00:00,2호선,이대,5일권,0,2
2024-05-30 09:00:00,4호선,서울역,3일권,1,0
2024-05-30 10:00:00,2호선,홍대입구,5일권,0,1
2024-05-30 10:00:00,2호선,이대,5일권,2,0
2024-05-30 10:00:00,6호선,월드컵경기장(성산),3일권,1,1
2024-05-30 11:00:00,2호선,을지로입구,5일권,0,1
2024-05-30 11:00:00,2호선,을지로3가,5일권,1,1
2024-05-30 11:00:00,2호선,을지로4가,7일권,2,0
2024-05-30 12:00:00,2호선,잠실(송파구청),7일권,0,2
2024-05-30 12:00:00,2호선,합정,5일권,1,1
2024-05-30 12:00:00,4호선,이촌(국립중앙박물관),3일권,1,3
2024-05-30 13:00:00,1호선,종로5가,5일권,0,1
2024-05-30 13:00:00,2호선,을지로입구,3일권,1,0
2024-05-30 13:00:00,2호선,홍대입구,5일권,1,0
2024-05-30 13:00:00,4호선,명동,5일권,0,1
2024-05-30 13:00:00,4호선,삼각지,3일권,0,1
2024-05-30 14:00:00,2호선,을지로입구,5일권,1,0
2024-05-30 14:00:00,3호선,경복궁(정부서울청사),3일권,0,2
2024-05-30 14:00:00,4호선,이촌(국립중앙박물관),3일권,2,0
2024-05-30 14:00:00,5호선,광화문(세종문화회관),5일권,0,1
2024-05-30 15:00:00,2호선,을지로4가,5일권,2,0
2024-05-30 15:00:00,2호선,잠실(송파구청),7일권,2,0
2024-05-30 15:00:00,2호선,홍대입구,5일권,0,2
2024-05-30 15:00:00,5호선,광화문(세종문화회관),5일권,1,0
2024-05-30 15:00:00,6호선,합정,3일권,0,1
2024-05-30 15:00:00,6호선,삼각지,3일권,1,0
2024-05-30 16:00:00,2호선,을지로입구,5일권,0,2
2024-05-30 16:00:00,2호선,삼성(무역센터),7일권,0,2
2024-05-30 16:00:00,2호선,홍대입구,5일권,3,1
2024-05-30 17:00:00,2호선,홍대입구,3일권,1,0
2024-05-30 17:00:00,5호선,광나루(장신대),5일권,0,1
2024-05-30 18:00:00,2호선,을지로3가,3일권,0,1
2024-05-30 19:00:00,2호선,을지로4가,7일권,0,2
2024-05-30 19:00:00,2호선,삼성(무역센터),7일권,2,0
2024-05-30 20:00:00,2호선,홍대입구,3일권,1,0
2024-05-30 21:00:00,2호선,을지로입구,5일권,2,0
2024-05-30 21:00:00,2호선,홍대입구,5일권,0,2
2024-05-30 21:00:00,3호선,종로3가,3일권,0,1
2024-05-30 21:00:00,3호선,신사,3일권,0,1
2024-05-30 21:00:00,4호선,충무로,3일권,1,0
2024-05-30 21:00:00,5호선,광나루(장신대),5일권,1,0
2024-05-30 22:00:00,4호선,명동,3일권,2,0
2024-05-30 23:00:00,2호선,홍대입구,3일권,0,1
2024-05-30 23:00:00,3호선,종로3가,3일권,1,0
2024-05-31 08:00:00,4호선,충무로,7일권,2,0
2024-05-31 08:00:00,4호선,명동,7일권,0,2
2024-05-31 09:00:00,4호선,서울역,3일권,3,0
2024-05-31 10:00:00,1호선,서울역,1일권,2,0
2024-05-31 10:00:00,1호선,종로5가,1일권,0,2
2024-05-31 10:00:00,2호선,잠실(송파구청),3일권,0,3
2024-05-31 11:00:00,1호선,서울역,2일권,4,0
2024-05-31 11:00:00,1호선,종로5가,2일권,0,4
2024-05-31 11:00:00,2호선,잠실(송파구청),3일권,2,0
2024-05-31 11:00:00,4호선,서울역,5일권,1,0
2024-05-31 11:00:00,4호선,삼각지,5일권,0,1
2024-05-31 12:00:00,1호선,서울역,3일권,2,0
2024-05-31 12:00:00,1호선,시청,3일권,0,2
2024-05-31 12:00:00,1호선,종로5가,1일권,2,0
2024-05-31 12:00:00,1호선,동대문,1일권,0,2
2024-05-31 12:00:00,3호선,경복궁(정부서울청사),3일권,0,3
2024-05-31 12:00:00,4호선,충무로,3일권,1,0
2024-05-31 13:00:00,1호선,종로5가,2일권,4,0
2024-05-31 13:00:00,1호선,동대문,1일권,2,0
2024-05-31 13:00:00,2호선,홍대입구,1일권,0,2
2024-05-31 13:00:00,2호선,홍대입구,3일권,1,0
2024-05-31 13:00:00,3호선,안국,2일권,0,4
2024-05-31 13:00:00,3호선,남부터미널(예술의전당),5일권,0,1
2024-05-31 14:00:00,2호선,시청,3일권,2,0
2024-05-31 14:00:00,2호선,삼성(무역센터),3일권,0,1
2024-05-31 14:00:00,3호선,안국,2일권,5,2
2024-05-31 14:00:00,3호선,종로3가,2일권,2,0
2024-05-31 14:00:00,3호선,남부터미널(예술의전당),5일권,1,0
2024-05-31 14:00:00,5호선,종로3가,2일권,0,2
2024-05-31 15:00:00,2호선,시청,3일권,2,0
2024-05-31 15:00:00,3호선,압구정,2일권,1,4
2024-05-31 15:00:00,4호선,회현(남대문시장),5일권,0,1
2024-05-31 15:00:00,6호선,이태원,5일권,1,0
2024-05-31 16:00:00,2호선,선릉,3일권,0,2
2024-05-31 16:00:00,4호선,회현(남대문시장),5일권,1,0
2024-05-31 16:00:00,4호선,이촌(국립중앙박물관),5일권,0,1
2024-05-31 17:00:00,1호선,서울역,2일권,1,0
2024-05-31 18:00:00,6호선,이태원,2일권,0,4
2024-05-31 19:00:00,2호선,잠실(송파구청),3일권,0,2
2024-05-31 19:00:00,2호선,삼성(무역센터),3일권,2,0
2024-05-31 19:00:00,2호선,신촌,7일권,4,2
2024-05-31 19:00:00,4호선,서울역,5일권,0,1
2024-05-31 19:00:00,6호선,이태원,2일권,4,0
2024-05-31 19:00:00,6호선,이태원,5일권,1,0
2024-05-31 20:00:00,1호선,시청,3일권,0,2
2024-05-31 20:00:00,2호선,을지로4가,7일권,0,2
2024-05-31 20:00:00,3호선,신사,5일권,1,1
2024-05-31 20:00:00,4호선,충무로,3일권,1,0
2024-05-31 20:00:00,4호선,삼각지,3일권,1,1
2024-05-31 21:00:00,1호선,서울역,2일권,0,4
2024-05-31 21:00:00,2호선,잠실(송파구청),3일권,3,0
2024-05-31 21:00:00,2호선,강남,5일권,0,1
2024-05-31 21:00:00,2호선,구로디지털단지,3일권,0,3
2024-05-31 21:00:00,3호선,잠원,2일권,4,0
2024-05-31 21:00:00,6호선,이태원,3일권,0,1
2024-05-31 22:00:00,2호선,강남,5일권,1,0
2024-05-31 22:00:00,2호선,홍대입구,3일권,0,1
2024-05-31 23:00:00,1호선,서울역,2일권,4,0
2024-05-31 23:00:00,4호선,명동,2일권,0,4
2024-05-31 23:00:00,4호선,서울역,5일권,1,0
2024-05-31 23:00:00,6호선,이태원,5일권,0,1
2024-06-01 06:00:00,4호선,충무로,3일권,0,1
2024-06-01 06:00:00,6호선,이태원,3일권,1,0
2024-06-01 09:00:00,2호선,구로디지털단지,3일권,3,0
2024-06-01 09:00:00,3호선,경복궁(정부서울청사),3일권,0,3
2024-06-01 10:00:00,3호선,경복궁(정부서울청사),2일권,0,4
2024-06-01 10:00:00,4호선,명동,2일권,4,0
2024-06-01 11:00:00,2호선,시청,3일권,2,0
2024-06-01 11:00:00,2호선,홍대입구,3일권,0,2
2024-06-01 11:00:00,3호선,옥수,2일권,1,1
2024-06-01 11:00:00,3호선,신사,2일권,1,0
2024-06-01 12:00:00,2호선,을지로3가,7일권,0,2
2024-06-01 12:00:00,2호선,을지로4가,7일권,1,0
2024-06-01 12:00:00,5호선,을지로4가,7일권,1,0
2024-06-01 13:00:00,1호선,서울역,5일권,1,0
2024-06-01 13:00:00,3호선,경복궁(정부서울청사),5일권,0,1
2024-06-01 14:00:00,1호선,종로5가,3일권,0,3
2024-06-01 14:00:00,3호선,경복궁(정부서울청사),2일권,4,0
2024-06-01 14:00:00,3호선,경복궁(정부서울청사),3일권,3,0
2024-06-01 14:00:00,3호선,경복궁(정부서울청사),5일권,1,0
2024-06-01 14:00:00,3호선,안국,5일권,0,1
2024-06-01 15:00:00,4호선,명동,2일권,0,4
2024-06-01 16:00:00,2호선,홍대입구,3일권,2,0
2024-06-01 16:00:00,4호선,명동,2일권,4,0
2024-06-01 16:00:00,4호선,서울역,2일권,0,4
2024-06-01 16:00:00,6호선,한강진,3일권,0,2
2024-06-01 17:00:00,1호선,종각,3일권,0,3
2024-06-01 17:00:00,1호선,종각,5일권,1,0
2024-06-01 17:00:00,1호선,종로5가,3일권,3,0
2024-06-01 17:00:00,2호선,홍대입구,2일권,0,4
2024-06-01 17:00:00,4호선,서울역,2일권,4,0
2024-06-01 17:00:00,4호선,이촌(국립중앙박물관),5일권,0,1
2024-06-01 17:00:00,5호선,을지로4가,7일권,2,0
2024-06-01 18:00:00,2호선,을지로4가,7일권,2,0
2024-06-01 18:00:00,2호선,동대문역사문화공원(DDP),7일권,0,2
2024-06-01 18:00:00,5호선,을지로4가,7일권,0,2
2024-06-01 18:00:00,6호선,상수,2일권,4,0
2024-06-01 19:00:00,2호선,성수,2일권,0,4
2024-06-01 19:00:00,4호선,이촌(국립중앙박물관),5일권,1,0
2024-06-01 19:00:00,5호선,광화문(세종문화회관),5일권,0,1
2024-06-01 19:00:00,5호선,종로3가,5일권,1,1
2024-06-01 20:00:00,2호선,시청,3일권,0,2
2024-06-01 20:00:00,2호선,동대문역사문화공원(DDP),7일권,2,0
2024-06-01 20:00:00,2호선,성수,2일권,8,4
2024-06-01 20:00:00,4호선,충무로,3일권,1,0
2024-06-01 20:00:00,6호선,이태원,3일권,2,0
2024-06-01 21:00:00,1호선,서울역,5일권,0,1
2024-06-01 21:00:00,1호선,종각,5일권,1,0
2024-06-01 21:00:00,5호선,을지로4가,7일권,0,2
2024-06-01 21:00:00,6호선,상수,2일권,0,4
2024-06-01 21:00:00,6호선,이태원,3일권,0,1
2024-06-01 22:00:00,2호선,구로디지털단지,3일권,0,3
2024-06-01 22:00:00,2호선,홍대입구,2일권,2,3
2024-06-01 22:00:00,2호선,홍대입구,3일권,3,0
2024-06-01 22:00:00,4호선,숙대입구(갈월),2일권,0,1
2024-06-01 22:00:00,6호선,상수,2일권,2,0
2024-06-01 23:00:00,4호선,숙대입구(갈월),2일권,1,1
2024-06-02 10:00:00,2호선,삼성(무역센터),3일권,0,3
2024-06-02 10:00:00,2호선,구로디지털단지,3일권,3,0
2024-06-02 11:00:00,2호선,시청,3일권,2,0
2024-06-02 11:00:00,2호선,성수,3일권,0,2
2024-06-02 12:00:00,2호선,성수,3일권,2,0
2024-06-02 12:00:00,4호선,서울역,5일권,1,0
2024-06-02 12:00:00,4호선,이촌(국립중앙박물관),5일권,0,1
2024-06-02 13:00:00,4호선,명동,3일권,0,2
2024-06-02 13:00:00,4호선,이촌(국립중앙박물관),5일권,1,0
2024-06-02 13:00:00,5호선,종로3가,5일권,0,1
2024-06-02 14:00:00,2호선,동대문역사문화공원(DDP),7일권,2,0
2024-06-02 14:00:00,5호선,을지로4가,7일권,0,2
2024-06-02 18:00:00,2호선,구로디지털단지,7일권,2,0
2024-06-02 19:00:00,3호선,고속터미널,3일권,3,0
2024-06-02 20:00:00,2호선,구로디지털단지,3일권,0,3
2024-06-02 21:00:00,2호선,구로디지털단지,7일권,0,2
2024-06-02 22:00:00,2호선,잠실(송파구청),5일권,1,0
2024-06-02 23:00:00,4호선,서울역,5일권,0,1
2024-06-03 00:00:00,2호선,이대,3일권,0,2
2024-06-03 07:00:00,2호선,동대문역사문화공원(DDP),7일권,0,2
2024-06-03 07:00:00,2호선,구로디지털단지,7일권,2,0
2024-06-03 09:00:00,3호선,경복궁(정부서울청사),2일권,0,2
2024-06-03 09:00:00,4호선,서울역,2일권,2,0
2024-06-03 10:00:00,2호선,강변(동서울터미널),5일권,2,2
2024-06-03 10:00:00,2호선,강남,5일권,0,1
2024-06-03 11:00:00,2호선,동대문역사문화공원(DDP),2일권,0,2
2024-06-03 11:00:00,2호선,강남,5일권,2,3
2024-06-03 11:00:00,3호선,경복궁(정부서울청사),2일권,2,0
2024-06-03 11:00:00,3호선,경복궁(정부서울청사),3일권,0,2
2024-06-03 11:00:00,4호선,한성대입구(삼선교),2일권,0,1
2024-06-03 11:00:00,4호선,명동,2일권,1,0
2024-06-03 11:00:00,4호선,회현(남대문시장),3일권,2,0
2024-06-03 12:00:00,4호선,서울역,5일권,1,0
2024-06-03 13:00:00,4호선,명동,2일권,4,0
2024-06-03 13:00:00,4호선,회현(남대문시장),5일권,0,1
2024-06-03 14:00:00,1호선,종각,5일권,1,0
2024-06-03 14:00:00,2호선,삼성(무역센터),2일권,0,1
2024-06-03 14:00:00,3호선,경복궁(정부서울청사),3일권,2,0
2024-06-03 14:00:00,4호선,한성대입구(삼선교),2일권,1,0
2024-06-03 14:00:00,4호선,동대문역사문화공원(DDP),2일권,2,0
2024-06-03 14:00:00,4호선,서울역,2일권,0,2
2024-06-03 14:00:00,6호선,동묘앞,5일권,0,1
2024-06-03 16:00:00,1호선,서울역,3일권,2,0
2024-06-03 16:00:00,2호선,을지로입구,5일권,2,0
2024-06-03 16:00:00,2호선,삼성(무역센터),2일권,4,0
2024-06-03 16:00:00,2호선,강남,2일권,0,4
2024-06-03 16:00:00,4호선,서울역,5일권,0,2
2024-06-03 16:00:00,5호선,여의나루,3일권,0,2
2024-06-03 17:00:00,2호선,구의(광진구청),3일권,0,2
2024-06-03 17:00:00,2호선,강남,2일권,4,0
2024-06-03 17:00:00,4호선,회현(남대문시장),2일권,0,2
2024-06-03 17:00:00,4호선,서울역,2일권,2,0
2024-06-03 17:00:00,5호선,여의나루,5일권,0,2
2024-06-03 18:00:00,2호선,구의(광진구청),3일권,4,2
2024-06-03 18:00:00,2호선,삼성(무역센터),2일권,1,0
2024-06-03 18:00:00,4호선,회현(남대문시장),2일권,0,4
2024-06-03 18:00:00,4호선,회현(남대문시장),5일권,2,2
2024-06-03 18:00:00,4호선,서울역,5일권,2,0
2024-06-03 18:00:00,6호선,동묘앞,2일권,0,1
2024-06-03 19:00:00,4호선,동대문역사문화공원(DDP),5일권,1,0
2024-06-03 19:00:00,4호선,명동,3일권,0,2
2024-06-03 19:00:00,4호선,명동,5일권,0,1
2024-06-03 19:00:00,4호선,서울역,5일권,0,2
2024-06-03 19:00:00,6호선,동묘앞,2일권,1,0
2024-06-03 20:00:00,2호선,시청,5일권,0,2
2024-06-03 20:00:00,2호선,구로디지털단지,7일권,0,2
2024-06-03 20:00:00,2호선,홍대입구,7일권,2,0
2024-06-03 20:00:00,3호선,잠원,2일권,0,1
2024-06-03 20:00:00,5호선,여의나루,5일권,2,0
2024-06-03 21:00:00,2호선,홍대입구,3일권,0,2
2024-06-03 21:00:00,4호선,명동,3일권,2,0
2024-06-03 21:00:00,5호선,여의나루,3일권,2,0
2024-06-03 23:00:00,2호선,홍대입구,3일권,2,0
2024-06-04 00:00:00,2호선,신촌,3일권,2,0
2024-06-04 00:00:00,2호선,이대,3일권,0,2
2024-06-04 07:00:00,2호선,이대,3일권,2,0
2024-06-04 08:00:00,4호선,서울역,5일권,2,0
2024-06-04 08:00:00,6호선,망원,3일권,2,2
2024-06-04 09:00:00,1호선,시청,5일권,4,2
2024-06-04 09:00:00,3호선,종로3가,5일권,0,2
2024-06-04 09:00:00,3호선,잠원,2일권,1,0
2024-06-04 09:00:00,5호선,광화문(세종문화회관),3일권,0,2
2024-06-04 10:00:00,1호선,종각,3일권,0,2
2024-06-04 10:00:00,1호선,종로5가,2일권,0,1
2024-06-04 10:00:00,2호선,시청,2일권,2,0
2024-06-04 10:00:00,2호선,을지로3가,3일권,0,1
2024-06-04 10:00:00,2호선,을지로4가,3일권,2,1
2024-06-04 10:00:00,2호선,홍대입구,3일권,2,0
2024-06-04 10:00:00,3호선,고속터미널,2일권,0,2
2024-06-04 10:00:00,4호선,서울역,5일권,1,0
