,datetime_full,호선,역명,사용일수구분,승차건수,하차건수
3084,2024-05-05 15:00:00,2호선,잠실(송파구청),7일권,0,2
3085,2024-05-05 15:00:00,2호선,홍대입구,7일권,2,0
3086,2024-05-05 15:00:00,4호선,이촌(국립중앙박물관),7일권,1,0
3087,2024-05-05 15:00:00,5호선,마포,5일권,0,6
3088,2024-05-05 15:00:00,5호선,광화문(세종문화회관),5일권,5,0
3089,2024-05-05 16:00:00,3호선,녹번,5일권,2,0
3090,2024-05-05 16:00:00,3호선,안국,7일권,0,1
3091,2024-05-05 16:00:00,3호선,을지로3가,5일권,0,2
3092,2024-05-05 16:00:00,6호선,공덕,5일권,6,0
3093,2024-05-05 16:00:00,6호선,삼각지,5일권,0,3
3094,2024-05-05 16:00:00,6호선,이태원,5일권,0,6
3095,2024-05-05 17:00:00,3호선,경복궁(정부서울청사),7일권,1,0
3096,2024-05-05 18:00:00,5호선,동대문역사문화공원(DDP),7일권,0,1
3097,2024-05-05 19:00:00,3호선,녹번,5일권,0,2
3098,2024-05-05 19:00:00,3호선,안국,5일권,2,0
3099,2024-05-05 19:00:00,5호선,동대문역사문화공원(DDP),7일권,1,0
3100,2024-05-05 20:00:00,1호선,서울역,5일권,3,0
3101,2024-05-05 20:00:00,5호선,행당,7일권,0,1
3102,2024-05-05 21:00:00,2호선,당산,5일권,0,3
3103,2024-05-05 21:00:00,5호선,동대문역사문화공원(DDP),7일권,0,1
3104,2024-05-05 21:00:00,5호선,행당,7일권,1,0
3105,2024-05-06 08:00:00,3호선,안국,7일권,0,0
3106,2024-05-06 09:00:00,1호선,서울역,5일권,0,0
3107,2024-05-06 09:00:00,3호선,안국,7일권,0,2
3108,2024-05-06 10:00:00,1호선,서울역,5일권,3,3
3109,2024-05-06 10:00:00,3호선,녹번,5일권,2,0
3110,2024-05-06 11:00:00,2호선,건대입구,5일권,12,6
3111,2024-05-06 12:00:00,2호선,합정,5일권,0,6
3112,2024-05-06 14:00:00,3호선,안국,7일권,2,0
3113,2024-05-06 14:00:00,6호선,상수,5일권,6,0
3114,2024-05-06 15:00:00,1호선,종로3가,7일권,0,2
3115,2024-05-06 15:00:00,3호선,안국,7일권,0,0
3116,2024-05-06 15:00:00,4호선,동대문역사문화공원(DDP),7일권,2,0
3117,2024-05-06 15:00:00,6호선,약수,5일권,0,6
3118,2024-05-06 16:00:00,6호선,녹사평(용산구청),5일권,0,6
3119,2024-05-06 16:00:00,6호선,청구,5일권,6,0
3120,2024-05-06 17:00:00,4호선,명동,7일권,0,0
3121,2024-05-06 18:00:00,1호선,종로5가,7일권,1,0
3122,2024-05-06 18:00:00,2호선,을지로입구,7일권,1,0
3123,2024-05-06 18:00:00,4호선,동대문,7일권,0,1
3124,2024-05-06 18:00:00,4호선,명동,7일권,0,2
3125,2024-05-06 19:00:00,2호선,잠실(송파구청),7일권,0,2
3126,2024-05-06 19:00:00,2호선,삼성(무역센터),7일권,2,0
3127,2024-05-06 19:00:00,3호선,압구정,7일권,0,1
3128,2024-05-06 20:00:00,1호선,서울역,5일권,3,0
3129,2024-05-06 21:00:00,2호선,동대문역사문화공원(DDP),7일권,0,2
3130,2024-05-06 21:00:00,2호선,잠실(송파구청),7일권,2,0
3131,2024-05-06 21:00:00,4호선,명동,7일권,2,0
3132,2024-05-06 21:00:00,4호선,삼각지,7일권,2,2
3133,2024-05-07 10:00:00,4호선,성신여대입구(돈암),1일권,1,1
3134,2024-05-07 10:00:00,4호선,서울역,1일권,1,0
3135,2024-05-07 11:00:00,4호선,명동,1일권,0,1
3136,2024-05-07 12:00:00,2호선,뚝섬,7일권,1,0
3137,2024-05-07 12:00:00,4호선,동대문,7일권,0,1
3138,2024-05-07 12:00:00,4호선,명동,1일권,1,0
3139,2024-05-07 13:00:00,4호선,회현(남대문시장),7일권,0,2
3140,2024-05-07 17:00:00,1호선,서울역,1일권,1,0
3141,2024-05-07 17:00:00,2호선,강남,7일권,1,0
3142,2024-05-07 17:00:00,3호선,안국,7일권,1,0
3143,2024-05-07 17:00:00,3호선,압구정,7일권,0,1
3144,2024-05-07 17:00:00,4호선,성신여대입구(돈암),1일권,0,0
3145,2024-05-07 17:00:00,4호선,서울역,7일권,2,0
3146,2024-05-07 17:00:00,6호선,약수,7일권,0,2
3147,2024-05-07 18:00:00,2호선,잠실(송파구청),7일권,0,2
3148,2024-05-07 18:00:00,2호선,강남,7일권,1,0
3149,2024-05-07 18:00:00,4호선,성신여대입구(돈암),1일권,0,1
3150,2024-05-07 18:00:00,5호선,여의나루,1일권,0,1
3151,2024-05-07 18:00:00,6호선,버티고개,7일권,0,2
3152,2024-05-07 18:00:00,6호선,약수,7일권,2,0
3153,2024-05-07 19:00:00,2호선,을지로입구,7일권,2,0
3154,2024-05-07 19:00:00,3호선,압구정,5일권,0,1
3155,2024-05-07 19:00:00,6호선,녹사평(용산구청),5일권,1,0
3156,2024-05-07 19:00:00,6호선,이태원,7일권,0,2
3157,2024-05-07 20:00:00,6호선,이태원,7일권,2,0
3158,2024-05-07 23:00:00,2호선,시청,7일권,2,0
3159,2024-05-07 23:00:00,2호선,홍대입구,7일권,0,2
3160,2024-05-08 07:00:00,4호선,동대문역사문화공원(DDP),7일권,1,0
3161,2024-05-08 08:00:00,4호선,서울역,7일권,2,1
3162,2024-05-08 08:00:00,6호선,공덕,7일권,1,0
3163,2024-05-08 12:00:00,2호선,합정,7일권,0,1
3164,2024-05-08 14:00:00,2호선,시청,7일권,0,2
3165,2024-05-08 14:00:00,2호선,홍대입구,7일권,2,0
3166,2024-05-08 14:00:00,8호선,몽촌토성(평화의문),5일권,0,0
3167,2024-05-08 15:00:00,6호선,합정,7일권,1,0
3168,2024-05-08 15:00:00,8호선,몽촌토성(평화의문),5일권,0,1
3169,2024-05-08 16:00:00,4호선,명동,7일권,0,2
3170,2024-05-08 16:00:00,6호선,공덕,7일권,2,0
3171,2024-05-08 16:00:00,8호선,몽촌토성(평화의문),5일권,1,0
3172,2024-05-08 16:00:00,8호선,잠실(송파구청),5일권,0,1
3173,2024-05-08 18:00:00,2호선,잠실(송파구청),5일권,1,0
3174,2024-05-08 18:00:00,2호선,종합운동장,5일권,0,1
3175,2024-05-08 18:00:00,3호선,금호,7일권,0,2
3176,2024-05-08 18:00:00,4호선,명동,7일권,2,0
3177,2024-05-08 19:00:00,3호선,약수,7일권,2,0
3178,2024-05-08 19:00:00,6호선,약수,7일권,2,2
3179,2024-05-08 20:00:00,3호선,약수,7일권,0,0
3180,2024-05-08 21:00:00,2호선,종합운동장,5일권,1,0
3181,2024-05-08 22:00:00,3호선,압구정,5일권,0,1
3182,2024-05-08 22:00:00,3호선,신사,5일권,1,1
3183,2024-05-09 10:00:00,2호선,성수,3일권,0,1
3184,2024-05-09 10:00:00,4호선,서울역,3일권,1,0
3185,2024-05-09 11:00:00,4호선,서울역,7일권,0,2
3186,2024-05-09 12:00:00,3호선,안국,5일권,0,4
3187,2024-05-09 12:00:00,4호선,서울역,5일권,4,0
3188,2024-05-09 12:00:00,4호선,서울역,7일권,2,0
3189,2024-05-09 13:00:00,1호선,서울역,3일권,3,0
3190,2024-05-09 13:00:00,1호선,시청,3일권,0,3
3191,2024-05-09 13:00:00,2호선,뚝섬,7일권,0,2
3192,2024-05-09 13:00:00,2호선,잠실(송파구청),7일권,0,2
3193,2024-05-09 13:00:00,2호선,홍대입구,7일권,2,0
3194,2024-05-09 14:00:00,1호선,서울역,3일권,0,3
3195,2024-05-09 14:00:00,1호선,시청,3일권,3,0
3196,2024-05-09 14:00:00,3호선,안국,5일권,0,1
3197,2024-05-09 14:00:00,3호선,압구정,5일권,1,0
3198,2024-05-09 15:00:00,4호선,혜화,1일권,0,1
3199,2024-05-09 15:00:00,4호선,서울역,1일권,1,0
3200,2024-05-09 16:00:00,3호선,안국,5일권,1,0
3201,2024-05-09 16:00:00,3호선,을지로3가,5일권,0,1
3202,2024-05-09 17:00:00,2호선,뚝섬,7일권,2,0
3203,2024-05-09 17:00:00,2호선,삼성(무역센터),3일권,1,0
3204,2024-05-09 17:00:00,2호선,홍대입구,7일권,0,2
3205,2024-05-09 17:00:00,4호선,혜화,1일권,1,0
3206,2024-05-09 18:00:00,2호선,동대문역사문화공원(DDP),3일권,0,1
3207,2024-05-09 18:00:00,2호선,종합운동장,1일권,0,1
3208,2024-05-09 20:00:00,1호선,서울역,3일권,3,0
3209,2024-05-09 20:00:00,4호선,충무로,3일권,0,3
3210,2024-05-09 20:00:00,4호선,명동,5일권,1,0
3211,2024-05-09 21:00:00,2호선,종합운동장,1일권,2,1
3212,2024-05-09 21:00:00,2호선,강남,1일권,0,1
3213,2024-05-09 21:00:00,3호선,압구정,5일권,0,1
3214,2024-05-09 22:00:00,2호선,잠실(송파구청),7일권,2,0
3215,2024-05-09 22:00:00,2호선,강남,1일권,1,0
3216,2024-05-09 22:00:00,6호선,이태원,1일권,0,1
3217,2024-05-09 23:00:00,2호선,잠실(송파구청),7일권,0,0
3218,2024-05-09 23:00:00,4호선,서울역,1일권,0,1
3219,2024-05-09 23:00:00,6호선,이태원,1일권,1,0
3220,2024-05-10 09:00:00,1호선,서울역,3일권,3,0
3221,2024-05-10 10:00:00,3호선,경복궁(정부서울청사),3일권,0,3
3222,2024-05-10 10:00:00,6호선,공덕,3일권,1,0
3223,2024-05-10 12:00:00,3호선,압구정,5일권,1,0
3224,2024-05-10 13:00:00,3호선,구파발,5일권,0,1
3225,2024-05-10 14:00:00,2호선,잠실(송파구청),5일권,0,0
3226,2024-05-10 14:00:00,5호선,광화문(세종문화회관),3일권,3,0
3227,2024-05-10 14:00:00,5호선,을지로4가,3일권,0,3
3228,2024-05-10 15:00:00,2호선,잠실(송파구청),5일권,0,2
3229,2024-05-10 16:00:00,1호선,서울역,7일권,1,0
3230,2024-05-10 17:00:00,1호선,서울역,7일권,0,0
3231,2024-05-10 17:00:00,3호선,구파발,5일권,1,0
3232,2024-05-10 17:00:00,3호선,안국,3일권,1,0
3233,2024-05-10 17:00:00,5호선,종로3가,5일권,0,1
3234,2024-05-10 17:00:00,6호선,삼각지,3일권,1,2
3235,2024-05-10 18:00:00,5호선,을지로4가,3일권,0,1
3236,2024-05-10 18:00:00,6호선,청구,3일권,1,0
3237,2024-05-10 19:00:00,1호선,서울역,3일권,3,0
3238,2024-05-10 19:00:00,2호선,동대문역사문화공원(DDP),3일권,1,0
3239,2024-05-10 19:00:00,3호선,안국,3일권,0,3
3240,2024-05-10 20:00:00,1호선,종로5가,5일권,1,0
3241,2024-05-10 20:00:00,3호선,안국,3일권,3,0
3242,2024-05-10 20:00:00,6호선,상수,3일권,0,1
3243,2024-05-10 21:00:00,3호선,약수,5일권,1,1
3244,2024-05-10 21:00:00,4호선,동대문,7일권,0,1
3245,2024-05-10 21:00:00,4호선,회현(남대문시장),7일권,1,0
3246,2024-05-10 21:00:00,5호선,여의나루,3일권,0,3
3247,2024-05-10 21:00:00,6호선,상수,3일권,1,0
3248,2024-05-10 22:00:00,3호선,압구정,5일권,0,1
3249,2024-05-10 22:00:00,4호선,동대문역사문화공원(DDP),7일권,1,0
3250,2024-05-10 22:00:00,4호선,명동,7일권,1,1
3251,2024-05-10 22:00:00,6호선,공덕,3일권,0,1
3252,2024-05-10 23:00:00,5호선,청구,7일권,0,1
3253,2024-05-11 09:00:00,6호선,공덕,3일권,1,0
3254,2024-05-11 09:00:00,6호선,한강진,3일권,1,1
3255,2024-05-11 10:00:00,4호선,명동,7일권,0,0
3256,2024-05-11 10:00:00,6호선,합정,3일권,0,1
3257,2024-05-11 11:00:00,1호선,서울역,3일권,2,0
3258,2024-05-11 11:00:00,5호선,청구,7일권,1,0
3259,2024-05-11 11:00:00,6호선,망원,3일권,1,0
3260,2024-05-11 11:00:00,6호선,삼각지,3일권,0,1
3261,2024-05-11 12:00:00,3호선,안국,7일권,0,1
3262,2024-05-11 12:00:00,4호선,명동,3일권,0,2
3263,2024-05-11 12:00:00,4호선,명동,7일권,0,2
3264,2024-05-11 12:00:00,6호선,삼각지,3일권,1,0
3265,2024-05-11 12:00:00,7호선,내방,3일권,1,1
3266,2024-05-11 13:00:00,4호선,동대문,3일권,1,1
3267,2024-05-11 13:00:00,4호선,명동,3일권,2,0
3268,2024-05-11 13:00:00,4호선,서울역,3일권,0,2
3269,2024-05-11 14:00:00,1호선,종각,7일권,1,0
3270,2024-05-11 14:00:00,6호선,삼각지,3일권,0,1
3271,2024-05-11 15:00:00,1호선,서울역,3일권,3,0
3272,2024-05-11 15:00:00,3호선,안국,7일권,2,0
3273,2024-05-11 15:00:00,4호선,혜화,7일권,0,1
3274,2024-05-11 15:00:00,6호선,삼각지,3일권,1,0
3275,2024-05-11 16:00:00,1호선,서울역,3일권,0,0
3276,2024-05-11 16:00:00,1호선,신설동,3일권,1,1
3277,2024-05-11 16:00:00,3호선,안국,3일권,2,0
3278,2024-05-11 16:00:00,4호선,동대문,7일권,0,2
3279,2024-05-11 17:00:00,2호선,을지로입구,7일권,2,0
3280,2024-05-11 17:00:00,2호선,뚝섬,3일권,1,1
3281,2024-05-11 17:00:00,3호선,안국,3일권,0,0
3282,2024-05-11 17:00:00,3호선,안국,7일권,1,0
3283,2024-05-11 17:00:00,4호선,동대문,7일권,2,0
3284,2024-05-11 17:00:00,4호선,회현(남대문시장),7일권,0,2
3285,2024-05-11 18:00:00,1호선,종각,7일권,0,2
3286,2024-05-11 18:00:00,2호선,을지로입구,7일권,0,0
3287,2024-05-11 18:00:00,2호선,잠실(송파구청),3일권,3,0
3288,2024-05-11 18:00:00,4호선,회현(남대문시장),7일권,2,0
3289,2024-05-11 18:00:00,5호선,청구,7일권,0,1
3290,2024-05-11 18:00:00,6호선,청구,7일권,1,0
3291,2024-05-11 19:00:00,2호선,건대입구,3일권,0,1
3292,2024-05-11 19:00:00,2호선,충정로(경기대입구),3일권,0,3
3293,2024-05-11 19:00:00,5호선,종로3가,7일권,0,1
3294,2024-05-11 20:00:00,1호선,종각,7일권,3,1
3295,2024-05-11 20:00:00,1호선,종로5가,7일권,1,1
3296,2024-05-11 20:00:00,2호선,홍대입구,7일권,0,2
3297,2024-05-11 21:00:00,1호선,종로5가,7일권,1,0
3298,2024-05-11 21:00:00,2호선,뚝섬,3일권,1,0
3299,2024-05-11 21:00:00,2호선,충정로(경기대입구),3일권,0,1
3300,2024-05-11 22:00:00,4호선,명동,7일권,1,1
3301,2024-05-11 23:00:00,5호선,청구,7일권,0,1
3302,2024-05-12 12:00:00,3호선,독립문,7일권,0,1
3303,2024-05-12 12:00:00,5호선,청구,7일권,1,0
3304,2024-05-12 13:00:00,2호선,홍대입구,7일권,2,0
3305,2024-05-12 14:00:00,2호선,홍대입구,7일권,0,0
3306,2024-05-12 14:00:00,3호선,독립문,7일권,1,0
3307,2024-05-12 14:00:00,3호선,경복궁(정부서울청사),7일권,0,1
3308,2024-05-12 15:00:00,4호선,명동,5일권,0,1
3309,2024-05-12 15:00:00,4호선,서울역,5일권,0,0
3310,2024-05-12 16:00:00,3호선,경복궁(정부서울청사),7일권,1,0
3311,2024-05-12 16:00:00,4호선,충무로,7일권,0,1
3312,2024-05-12 16:00:00,4호선,서울역,5일권,0,4
3313,2024-05-12 17:00:00,2호선,을지로3가,7일권,2,1
3314,2024-05-12 17:00:00,2호선,홍대입구,7일권,0,1
3315,2024-05-12 17:00:00,3호선,을지로3가,7일권,0,1
3316,2024-05-12 17:00:00,4호선,충무로,7일권,1,0
3317,2024-05-12 17:00:00,4호선,명동,5일권,1,0
3318,2024-05-12 18:00:00,2호선,홍대입구,7일권,0,1
3319,2024-05-12 18:00:00,3호선,안국,5일권,0,1
3320,2024-05-12 19:00:00,1호선,종로3가,5일권,1,0
3321,2024-05-12 20:00:00,4호선,회현(남대문시장),7일권,0,1
3322,2024-05-12 21:00:00,1호선,종로3가,7일권,1,2
3323,2024-05-12 21:00:00,4호선,회현(남대문시장),7일권,1,0
3324,2024-05-12 22:00:00,1호선,종로3가,7일권,1,0
3325,2024-05-12 22:00:00,6호선,청구,7일권,0,1
3326,2024-05-12 23:00:00,2호선,홍대입구,7일권,0,1
3327,2024-05-13 08:00:00,2호선,잠실(송파구청),7일권,0,0
3328,2024-05-13 09:00:00,2호선,잠실(송파구청),7일권,0,2
3329,2024-05-13 09:00:00,4호선,서울역,1일권,3,0
3330,2024-05-13 10:00:00,3호선,신사,1일권,1,4
3331,2024-05-13 12:00:00,5호선,청구,7일권,0,1
3332,2024-05-13 12:00:00,6호선,청구,7일권,1,0
3333,2024-05-13 13:00:00,1호선,서울역,3일권,3,0
3334,2024-05-13 13:00:00,1호선,서울역,5일권,2,0
3335,2024-05-13 13:00:00,1호선,종로3가,5일권,0,2
3336,2024-05-13 13:00:00,4호선,동대문역사문화공원(DDP),5일권,4,0
3337,2024-05-13 13:00:00,4호선,서울역,5일권,2,4
3338,2024-05-13 14:00:00,2호선,을지로입구,3일권,0,3
3339,2024-05-13 14:00:00,5호선,청구,7일권,0,1
3340,2024-05-13 14:00:00,6호선,약수,7일권,1,0
3341,2024-05-13 14:00:00,6호선,청구,7일권,1,0
3342,2024-05-13 15:00:00,6호선,이태원,7일권,0,1
3343,2024-05-13 16:00:00,1호선,서울역,1일권,0,4
3344,2024-05-13 16:00:00,1호선,종로5가,1일권,4,0
3345,2024-05-13 17:00:00,2호선,영등포구청,7일권,0,2
3346,2024-05-13 17:00:00,2호선,홍대입구,7일권,2,0
3347,2024-05-13 18:00:00,1호선,서울역,5일권,1,0
3348,2024-05-13 18:00:00,5호선,공덕,7일권,1,0
3349,2024-05-13 18:00:00,6호선,공덕,7일권,0,1
3350,2024-05-13 18:00:00,6호선,이태원,7일권,1,0
3351,2024-05-13 19:00:00,1호선,서울역,5일권,0,0
3352,2024-05-13 19:00:00,2호선,잠실(송파구청),7일권,4,2
3353,2024-05-13 20:00:00,1호선,종로5가,7일권,0,0
3354,2024-05-13 20:00:00,2호선,잠실(송파구청),7일권,0,0
3355,2024-05-13 21:00:00,1호선,종로5가,7일권,0,1
3356,2024-05-13 21:00:00,2호선,홍대입구,7일권,0,2
3357,2024-05-13 21:00:00,2호선,신촌,7일권,2,0
3358,2024-05-13 22:00:00,1호선,종로3가,7일권,1,0
3359,2024-05-13 22:00:00,6호선,이태원,7일권,0,1
3360,2024-05-14 08:00:00,4호선,이촌(국립중앙박물관),5일권,0,0
3361,2024-05-14 09:00:00,4호선,이촌(국립중앙박물관),5일권,0,1
3362,2024-05-14 10:00:00,4호선,서울역,5일권,2,0
3363,2024-05-14 10:00:00,4호선,이촌(국립중앙박물관),5일권,1,0
3364,2024-05-14 10:00:00,6호선,이태원,7일권,1,0
3365,2024-05-14 11:00:00,2호선,시청,3일권,3,0
3366,2024-05-14 11:00:00,6호선,공덕,5일권,0,1
3367,2024-05-14 11:00:00,6호선,이태원,7일권,0,0
3368,2024-05-14 12:00:00,2호선,잠실새내,7일권,1,1
3369,2024-05-14 12:00:00,2호선,삼성(무역센터),3일권,0,3
3370,2024-05-14 13:00:00,2호선,잠실(송파구청),7일권,0,1
3371,2024-05-14 14:00:00,1호선,서울역,3일권,2,0
3372,2024-05-14 14:00:00,1호선,종각,3일권,0,2
3373,2024-05-14 15:00:00,4호선,충무로,5일권,1,0
3374,2024-05-14 15:00:00,8호선,몽촌토성(평화의문),7일권,1,0
3375,2024-05-14 15:00:00,8호선,석촌,7일권,0,1
3376,2024-05-14 16:00:00,1호선,시청,5일권,1,0
3377,2024-05-14 16:00:00,4호선,동대문,5일권,0,1
3378,2024-05-14 17:00:00,1호선,시청,7일권,2,0
3379,2024-05-14 17:00:00,1호선,종로3가,5일권,0,1
3380,2024-05-14 17:00:00,2호선,시청,5일권,1,0
3381,2024-05-14 17:00:00,2호선,합정,7일권,0,0
3382,2024-05-14 17:00:00,2호선,홍대입구,5일권,0,1
3383,2024-05-14 17:00:00,3호선,경복궁(정부서울청사),3일권,2,0
3384,2024-05-14 17:00:00,4호선,명동,3일권,0,2
3385,2024-05-14 18:00:00,1호선,서울역,7일권,0,2
3386,2024-05-14 18:00:00,2호선,을지로3가,5일권,0,1
3387,2024-05-14 18:00:00,2호선,삼성(무역센터),3일권,3,0
3388,2024-05-14 18:00:00,2호선,합정,5일권,1,0
3389,2024-05-14 18:00:00,2호선,합정,7일권,0,1
3390,2024-05-14 18:00:00,4호선,충무로,7일권,0,2
3391,2024-05-14 18:00:00,4호선,서울역,7일권,2,0
3392,2024-05-14 19:00:00,2호선,을지로입구,3일권,0,3
3393,2024-05-14 19:00:00,2호선,홍대입구,7일권,1,1
3394,2024-05-14 19:00:00,2호선,이대,7일권,0,1
3395,2024-05-14 20:00:00,4호선,혜화,7일권,0,2
3396,2024-05-14 20:00:00,4호선,회현(남대문시장),7일권,2,0
3397,2024-05-14 21:00:00,1호선,동대문,7일권,2,0
3398,2024-05-14 21:00:00,2호선,이대,7일권,1,0
3399,2024-05-14 21:00:00,4호선,명동,3일권,2,0
3400,2024-05-14 21:00:00,5호선,마포,3일권,0,2
3401,2024-05-14 22:00:00,1호선,동대문,7일권,0,0
3402,2024-05-14 22:00:00,6호선,이태원,7일권,0,1
3403,2024-05-15 08:00:00,2호선,홍대입구,5일권,2,0
3404,2024-05-15 09:00:00,3호선,안국,5일권,0,2
3405,2024-05-15 10:00:00,2호선,을지로입구,3일권,3,0
3406,2024-05-15 10:00:00,2호선,을지로3가,5일권,2,0
3407,2024-05-15 10:00:00,3호선,경복궁(정부서울청사),3일권,0,3
3408,2024-05-15 10:00:00,6호선,이태원,7일권,1,0
3409,2024-05-15 11:00:00,3호선,경복궁(정부서울청사),5일권,0,2
3410,2024-05-15 11:00:00,4호선,이촌(국립중앙박물관),7일권,0,1
3411,2024-05-15 11:00:00,5호선,마포,3일권,2,0
3412,2024-05-15 12:00:00,3호선,경복궁(정부서울청사),3일권,3,0
3413,2024-05-15 12:00:00,3호선,안국,7일권,2,0
3414,2024-05-15 12:00:00,3호선,양재(서초구청),3일권,0,2
3415,2024-05-15 13:00:00,2호선,을지로입구,3일권,0,3
3416,2024-05-15 13:00:00,3호선,종로3가,5일권,2,0
3417,2024-05-15 13:00:00,4호선,충무로,7일권,0,2
3418,2024-05-15 13:00:00,4호선,삼각지,7일권,0,1
3419,2024-05-15 13:00:00,4호선,이촌(국립중앙박물관),7일권,1,0
3420,2024-05-15 13:00:00,6호선,삼각지,7일권,1,0
3421,2024-05-15 14:00:00,1호선,종로3가,5일권,0,1
3422,2024-05-15 14:00:00,2호선,삼성(무역센터),3일권,0,2
3423,2024-05-15 14:00:00,2호선,강남,3일권,2,0
3424,2024-05-15 14:00:00,5호선,여의도,7일권,0,1
3425,2024-05-15 14:00:00,6호선,삼각지,5일권,1,0
3426,2024-05-15 15:00:00,4호선,동대문역사문화공원(DDP),7일권,0,0
3427,2024-05-15 15:00:00,4호선,명동,3일권,0,0
3428,2024-05-15 16:00:00,4호선,동대문역사문화공원(DDP),7일권,0,1
3429,2024-05-15 17:00:00,2호선,뚝섬,5일권,2,0
3430,2024-05-15 17:00:00,2호선,성수,5일권,0,2
3431,2024-05-15 17:00:00,3호선,압구정,5일권,1,0
3432,2024-05-15 17:00:00,4호선,동대문역사문화공원(DDP),7일권,1,0
3433,2024-05-15 17:00:00,4호선,명동,3일권,0,2
3434,2024-05-15 18:00:00,1호선,종로3가,5일권,0,1
3435,2024-05-15 18:00:00,2호선,성수,5일권,2,0
3436,2024-05-15 18:00:00,4호선,명동,3일권,2,0
3437,2024-05-15 18:00:00,4호선,이촌(국립중앙박물관),7일권,2,0
3438,2024-05-15 18:00:00,5호선,마포,3일권,0,2
3439,2024-05-15 18:00:00,6호선,이태원,7일권,0,1
3440,2024-05-15 19:00:00,1호선,종로3가,5일권,2,0
3441,2024-05-15 19:00:00,2호선,홍대입구,5일권,0,2
3442,2024-05-15 20:00:00,2호선,이대,7일권,0,1
3443,2024-05-15 20:00:00,3호선,압구정,5일권,0,2
3444,2024-05-15 20:00:00,6호선,이태원,7일권,1,0
3445,2024-05-15 21:00:00,2호선,시청,7일권,1,1
3446,2024-05-15 21:00:00,2호선,이대,7일권,1,0
3447,2024-05-15 22:00:00,2호선,시청,7일권,0,0
3448,2024-05-15 22:00:00,2호선,을지로3가,5일권,0,2
3449,2024-05-15 22:00:00,2호선,역삼,5일권,2,0
3450,2024-05-15 22:00:00,6호선,이태원,7일권,0,1
3451,2024-05-16 00:00:00,6호선,이태원,7일권,0,1
3452,2024-05-16 10:00:00,1호선,종로3가,5일권,2,0
3453,2024-05-16 10:00:00,4호선,동대문,5일권,0,2
3454,2024-05-16 10:00:00,6호선,이태원,7일권,1,0
3455,2024-05-16 11:00:00,6호선,창신,7일권,0,1
3456,2024-05-16 12:00:00,4호선,동대문역사문화공원(DDP),5일권,2,0
3457,2024-05-16 12:00:00,4호선,명동,5일권,0,2
3458,2024-05-16 13:00:00,1호선,시청,5일권,1,0
3459,2024-05-16 13:00:00,1호선,동묘앞,5일권,0,1
3460,2024-05-16 14:00:00,3호선,경복궁(정부서울청사),7일권,2,0
3461,2024-05-16 14:00:00,4호선,동대문역사문화공원(DDP),7일권,1,0
3462,2024-05-16 14:00:00,4호선,서울역,7일권,0,1
3463,2024-05-16 15:00:00,1호선,서울역,5일권,6,0
3464,2024-05-16 15:00:00,1호선,시청,5일권,2,0
3465,2024-05-16 15:00:00,1호선,종각,5일권,0,1
3466,2024-05-16 15:00:00,1호선,종로3가,5일권,0,1
3467,2024-05-16 15:00:00,1호선,종로5가,5일권,0,6
3468,2024-05-16 16:00:00,5호선,광화문(세종문화회관),5일권,1,0
3469,2024-05-16 16:00:00,7호선,어린이대공원(세종대),7일권,0,0
3470,2024-05-16 17:00:00,1호선,종로3가,5일권,0,1
3471,2024-05-16 17:00:00,2호선,대림(구로구청),7일권,0,0
3472,2024-05-16 17:00:00,2호선,홍대입구,5일권,1,0
3473,2024-05-16 17:00:00,2호선,신촌,5일권,0,1
3474,2024-05-16 17:00:00,7호선,어린이대공원(세종대),7일권,0,1
3475,2024-05-16 18:00:00,1호선,종로3가,5일권,2,0
3476,2024-05-16 18:00:00,2호선,대림(구로구청),7일권,0,1
3477,2024-05-16 18:00:00,7호선,어린이대공원(세종대),7일권,1,0
3478,2024-05-16 19:00:00,5호선,여의나루,5일권,2,2
3479,2024-05-16 19:00:00,6호선,이태원,7일권,0,1
3480,2024-05-16 20:00:00,5호선,여의나루,5일권,0,0
3481,2024-05-16 21:00:00,2호선,동대문역사문화공원(DDP),7일권,0,1
3482,2024-05-16 21:00:00,5호선,마포,3일권,0,0
3483,2024-05-16 21:00:00,6호선,대흥(서강대앞),5일권,2,0
3484,2024-05-16 21:00:00,6호선,이태원,7일권,1,0
3485,2024-05-16 22:00:00,1호선,종로3가,5일권,0,2
3486,2024-05-16 22:00:00,4호선,동대문역사문화공원(DDP),7일권,1,0
3487,2024-05-16 22:00:00,5호선,마포,3일권,0,2
3488,2024-05-16 23:00:00,2호선,을지로입구,5일권,1,0
3489,2024-05-16 23:00:00,2호선,홍대입구,5일권,0,1
3490,2024-05-16 23:00:00,4호선,명동,7일권,1,1
3491,2024-05-17 08:00:00,2호선,홍대입구,5일권,2,0
3492,2024-05-17 09:00:00,2호선,잠실(송파구청),5일권,0,2
3493,2024-05-17 11:00:00,4호선,동대문,5일권,0,1
3494,2024-05-17 11:00:00,4호선,명동,5일권,1,0
3495,2024-05-17 12:00:00,3호선,안국,5일권,2,0
3496,2024-05-17 13:00:00,2호선,잠실(송파구청),5일권,0,2
3497,2024-05-17 15:00:00,2호선,잠실(송파구청),5일권,4,2
3498,2024-05-17 15:00:00,2호선,삼성(무역센터),5일권,0,2
3499,2024-05-17 15:00:00,8호선,몽촌토성(평화의문),5일권,2,0
