연번,업무일자,시간대,호선,역명,교통카드구분,사용자구분,사용일수구분,승차건수,하차건수
1902,2024-04-09,11,3호선,고속터미널,고급형선불카드,일반,1일권,0,4
1903,2024-04-09,11,4호선,충무로,고급형선불카드,일반,5일권,6,0
1904,2024-04-09,12,1호선,서울역,고급형선불카드,일반,3일권,1,0
1905,2024-04-09,12,1호선,서울역,고급형선불카드,일반,5일권,1,1
1906,2024-04-09,12,1호선,시청,고급형선불카드,일반,3일권,0,1
1907,2024-04-09,12,1호선,시청,고급형선불카드,일반,5일권,0,1
1908,2024-04-09,12,1호선,종로5가,고급형선불카드,일반,5일권,1,0
1909,2024-04-09,12,2호선,을지로4가,고급형선불카드,일반,5일권,0,3
1910,2024-04-09,12,2호선,홍대입구,고급형선불카드,일반,5일권,3,0
1911,2024-04-09,12,3호선,양재(서초구청),고급형선불카드,일반,5일권,1,4
1912,2024-04-09,12,5호선,여의나루,고급형선불카드,일반,5일권,0,6
1913,2024-04-09,13,1호선,서울역,고급형선불카드,일반,5일권,0,5
1914,2024-04-09,13,1호선,시청,고급형선불카드,일반,3일권,1,0
1915,2024-04-09,13,2호선,잠실새내,고급형선불카드,일반,3일권,0,1
1916,2024-04-09,13,2호선,서초,고급형선불카드,일반,3일권,1,0
1917,2024-04-09,13,2호선,합정,고급형선불카드,일반,1일권,3,0
1918,2024-04-09,13,3호선,홍제,고급형선불카드,일반,1일권,5,0
1919,2024-04-09,13,5호선,여의나루,고급형선불카드,일반,5일권,5,0
1921,2024-04-09,13,5호선,광화문(세종문화회관),고급형선불카드,일반,5일권,3,0
1922,2024-04-09,13,6호선,삼각지,고급형선불카드,일반,3일권,0,1
1923,2024-04-09,14,1호선,서울역,고급형선불카드,일반,5일권,5,0
1924,2024-04-09,14,1호선,종각,고급형선불카드,일반,1일권,3,0
1925,2024-04-09,14,1호선,종로3가,고급형선불카드,일반,5일권,0,6
1926,2024-04-09,14,1호선,종로5가,고급형선불카드,일반,1일권,0,3
1927,2024-04-09,14,2호선,삼성(무역센터),고급형선불카드,일반,3일권,0,2
1929,2024-04-09,14,4호선,명동,고급형선불카드,일반,1일권,0,2
1930,2024-04-09,14,5호선,여의도,고급형선불카드,일반,5일권,1,0
1931,2024-04-09,14,5호선,광화문(세종문화회관),고급형선불카드,일반,1일권,0,6
1932,2024-04-09,14,8호선,몽촌토성(평화의문),고급형선불카드,일반,3일권,2,0
1933,2024-04-09,15,1호선,종로3가,고급형선불카드,일반,5일권,12,6
1934,2024-04-09,15,1호선,종로5가,고급형선불카드,일반,1일권,3,0
1935,2024-04-09,15,2호선,시청,고급형선불카드,일반,5일권,1,0
1936,2024-04-09,15,2호선,뚝섬,고급형선불카드,일반,5일권,0,1
1937,2024-04-09,15,2호선,홍대입구,고급형선불카드,일반,5일권,0,3
1938,2024-04-09,15,3호선,홍제,고급형선불카드,일반,1일권,0,4
1939,2024-04-09,15,4호선,충무로,고급형선불카드,일반,5일권,0,6
1940,2024-04-09,15,4호선,명동,고급형선불카드,일반,1일권,2,0
1941,2024-04-09,15,5호선,을지로4가,고급형선불카드,일반,1일권,0,2
1942,2024-04-09,15,5호선,을지로4가,고급형선불카드,일반,5일권,3,0
1944,2024-04-09,16,4호선,충무로,고급형선불카드,일반,5일권,6,0
1945,2024-04-09,16,5호선,광화문(세종문화회관),고급형선불카드,일반,1일권,6,0
1946,2024-04-09,17,2호선,을지로3가,고급형선불카드,일반,1일권,0,3
1947,2024-04-09,17,2호선,을지로4가,고급형선불카드,일반,1일권,0,9
1949,2024-04-09,17,2호선,삼성(무역센터),고급형선불카드,일반,3일권,2,0
1950,2024-04-09,17,2호선,충정로(경기대입구),고급형선불카드,일반,3일권,0,1
1951,2024-04-09,17,3호선,홍제,고급형선불카드,일반,1일권,4,0
1952,2024-04-09,17,3호선,을지로3가,고급형선불카드,일반,1일권,0,4
1953,2024-04-09,17,3호선,고속터미널,고급형선불카드,일반,1일권,3,0
1954,2024-04-09,17,5호선,여의나루,고급형선불카드,일반,5일권,1,0
1955,2024-04-09,17,6호선,삼각지,고급형선불카드,일반,3일권,1,0
1956,2024-04-09,18,2호선,신당,고급형선불카드,일반,3일권,0,2
1957,2024-04-09,18,2호선,삼성(무역센터),고급형선불카드,일반,1일권,0,3
1958,2024-04-09,18,4호선,동대문역사문화공원(DDP),고급형선불카드,일반,1일권,3,0
1959,2024-04-09,18,4호선,동대문역사문화공원(DDP),고급형선불카드,일반,5일권,0,1
1960,2024-04-09,18,4호선,회현(남대문시장),고급형선불카드,일반,5일권,0,2
1961,2024-04-09,18,4호선,서울역,고급형선불카드,일반,5일권,2,0
1962,2024-04-09,19,1호선,서울역,고급형선불카드,일반,5일권,2,0
1963,2024-04-09,19,1호선,종로5가,고급형선불카드,일반,3일권,2,0
1964,2024-04-09,19,2호선,용두(동대문구청),고급형선불카드,일반,3일권,0,2
1965,2024-04-09,19,3호선,대치,고급형선불카드,일반,1일권,3,3
1966,2024-04-09,19,4호선,동대문역사문화공원(DDP),고급형선불카드,일반,5일권,1,0
1968,2024-04-09,20,2호선,강남,고급형선불카드,일반,1일권,1,1
1969,2024-04-09,20,2호선,신촌,고급형선불카드,일반,5일권,0,2
1970,2024-04-09,20,2호선,용두(동대문구청),고급형선불카드,일반,3일권,2,0
1971,2024-04-09,20,3호선,대치,고급형선불카드,일반,1일권,1,1
1972,2024-04-09,21,2호선,삼성(무역센터),고급형선불카드,일반,3일권,0,2
1973,2024-04-09,21,4호선,서울역,고급형선불카드,일반,3일권,0,1
1974,2024-04-09,21,6호선,이태원,고급형선불카드,일반,5일권,1,1
1975,2024-04-09,22,2호선,시청,고급형선불카드,일반,3일권,1,0
1976,2024-04-09,22,2호선,강남,고급형선불카드,일반,1일권,0,3
1977,2024-04-09,22,3호선,대치,고급형선불카드,일반,1일권,2,0
1978,2024-04-09,23,6호선,이태원,고급형선불카드,일반,3일권,1,1
1979,2024-04-09,23,6호선,이태원,고급형선불카드,일반,5일권,1,0
1980,2024-04-10,7,2호선,을지로입구,고급형선불카드,일반,5일권,1,0
1981,2024-04-10,7,2호선,홍대입구,고급형선불카드,일반,5일권,0,1
1982,2024-04-10,9,2호선,합정,고급형선불카드,일반,5일권,1,0
1983,2024-04-10,10,1호선,시청,고급형선불카드,일반,3일권,2,1
1984,2024-04-10,10,1호선,시청,고급형선불카드,일반,5일권,4,2
1985,2024-04-10,10,2호선,을지로입구,고급형선불카드,일반,5일권,0,1
1986,2024-04-10,10,2호선,선릉,고급형선불카드,일반,3일권,2,0
1987,2024-04-10,10,3호선,경복궁(정부서울청사),고급형선불카드,일반,3일권,0,1
1988,2024-04-10,11,1호선,동대문,고급형선불카드,일반,5일권,0,2
1989,2024-04-10,11,2호선,을지로입구,고급형선불카드,일반,5일권,0,2
1990,2024-04-10,11,2호선,신당,고급형선불카드,일반,3일권,0,2
1991,2024-04-10,11,2호선,신촌,고급형선불카드,일반,5일권,2,0
1992,2024-04-10,11,3호선,경복궁(정부서울청사),고급형선불카드,일반,3일권,1,0
1993,2024-04-10,12,2호선,시청,고급형선불카드,일반,5일권,1,0
1994,2024-04-10,12,2호선,동대문역사문화공원(DDP),고급형선불카드,일반,3일권,2,1
1995,2024-04-10,12,2호선,홍대입구,고급형선불카드,일반,3일권,0,2
1996,2024-04-10,12,2호선,홍대입구,고급형선불카드,일반,7일권,0,2
1997,2024-04-10,12,2호선,아현,고급형선불카드,일반,5일권,0,1
1998,2024-04-10,13,2호선,합정,고급형선불카드,일반,7일권,0,1
1999,2024-04-10,13,2호선,홍대입구,고급형선불카드,일반,7일권,3,2
2000,2024-04-10,14,2호선,을지로입구,고급형선불카드,일반,5일권,2,0
2001,2024-04-10,14,3호선,안국,고급형선불카드,일반,3일권,0,1
2002,2024-04-10,14,4호선,동대문역사문화공원(DDP),고급형선불카드,일반,3일권,1,0
2003,2024-04-10,15,1호선,시청,고급형선불카드,일반,3일권,0,1
2004,2024-04-10,15,2호선,을지로입구,고급형선불카드,일반,5일권,0,1
2005,2024-04-10,15,2호선,삼성(무역센터),고급형선불카드,일반,3일권,0,2
2006,2024-04-10,15,2호선,합정,고급형선불카드,일반,3일권,2,0
2007,2024-04-10,15,2호선,아현,고급형선불카드,일반,5일권,1,0
2008,2024-04-10,15,3호선,안국,고급형선불카드,일반,3일권,1,0
2009,2024-04-10,15,3호선,종로3가,고급형선불카드,일반,5일권,0,2
2010,2024-04-10,16,1호선,종로5가,고급형선불카드,일반,5일권,2,0
2011,2024-04-10,17,1호선,종로3가,고급형선불카드,일반,5일권,2,0
2012,2024-04-10,17,2호선,을지로입구,고급형선불카드,일반,5일권,0,2
2013,2024-04-10,17,2호선,신촌,고급형선불카드,일반,5일권,0,2
2014,2024-04-10,18,2호선,잠실(송파구청),고급형선불카드,일반,3일권,0,2
2015,2024-04-10,18,2호선,삼성(무역센터),고급형선불카드,일반,3일권,2,0
2016,2024-04-10,19,1호선,시청,고급형선불카드,일반,3일권,1,0
2017,2024-04-10,19,2호선,잠실(송파구청),고급형선불카드,일반,3일권,2,0
2018,2024-04-10,19,2호선,삼성(무역센터),고급형선불카드,일반,3일권,0,2
2019,2024-04-10,20,4호선,명동,고급형선불카드,일반,3일권,0,1
2020,2024-04-10,22,2호선,시청,고급형선불카드,일반,3일권,0,1
2021,2024-04-10,22,4호선,명동,고급형선불카드,일반,3일권,1,0
2022,2024-04-11,6,1호선,시청,고급형선불카드,일반,3일권,1,0
2023,2024-04-11,6,4호선,명동,고급형선불카드,일반,3일권,0,1
2024,2024-04-11,9,2호선,을지로입구,고급형선불카드,일반,5일권,1,0
2025,2024-04-11,9,3호선,경복궁(정부서울청사),고급형선불카드,일반,5일권,0,1
2026,2024-04-11,9,4호선,서울역,고급형선불카드,일반,5일권,2,0
2027,2024-04-11,10,1호선,서울역,고급형선불카드,일반,5일권,2,0
2028,2024-04-11,10,1호선,시청,고급형선불카드,일반,5일권,0,2
2029,2024-04-11,10,2호선,을지로입구,고급형선불카드,일반,5일권,2,0
2030,2024-04-11,10,3호선,경복궁(정부서울청사),고급형선불카드,일반,5일권,0,2
2031,2024-04-11,10,4호선,명동,고급형선불카드,일반,7일권,0,2
2032,2024-04-11,10,4호선,서울역,고급형선불카드,일반,7일권,2,0
2033,2024-04-11,10,5호선,영등포시장,고급형선불카드,일반,5일권,0,2
2034,2024-04-11,11,2호선,시청,고급형선불카드,일반,5일권,2,0
2035,2024-04-11,11,3호선,경복궁(정부서울청사),고급형선불카드,일반,7일권,0,2
2036,2024-04-11,11,3호선,안국,고급형선불카드,일반,7일권,2,0
2037,2024-04-11,11,4호선,서울역,고급형선불카드,일반,7일권,4,0
2038,2024-04-11,12,2호선,잠실(송파구청),고급형선불카드,일반,7일권,0,4
2039,2024-04-11,12,2호선,홍대입구,고급형선불카드,일반,5일권,0,2
2040,2024-04-11,12,2호선,신촌,고급형선불카드,일반,5일권,2,0
2041,2024-04-11,12,6호선,한강진,고급형선불카드,일반,5일권,0,2
2042,2024-04-11,13,1호선,서울역,고급형선불카드,일반,5일권,2,2
2043,2024-04-11,14,1호선,청량리(서울시립대입구),고급형선불카드,일반,5일권,0,1
2044,2024-04-11,14,4호선,서울역,고급형선불카드,일반,3일권,2,0
2045,2024-04-11,14,5호선,광화문(세종문화회관),고급형선불카드,일반,5일권,1,0
2046,2024-04-11,14,5호선,종로3가,고급형선불카드,일반,5일권,0,1
2047,2024-04-11,15,1호선,서울역,고급형선불카드,일반,1일권,2,0
2048,2024-04-11,15,1호선,종로3가,고급형선불카드,일반,5일권,0,2
2049,2024-04-11,15,1호선,종로5가,고급형선불카드,일반,5일권,1,0
2050,2024-04-11,15,1호선,청량리(서울시립대입구),고급형선불카드,일반,5일권,2,1
2051,2024-04-11,15,2호선,시청,고급형선불카드,일반,3일권,0,1
2052,2024-04-11,15,2호선,을지로입구,고급형선불카드,일반,1일권,0,2
2053,2024-04-11,15,2호선,선릉,고급형선불카드,일반,3일권,2,0
2054,2024-04-11,15,4호선,혜화,고급형선불카드,일반,3일권,0,2
2055,2024-04-11,15,4호선,명동,고급형선불카드,일반,3일권,1,0
2056,2024-04-11,15,4호선,서울역,고급형선불카드,일반,5일권,3,0
2058,2024-04-11,16,2호선,잠실(송파구청),고급형선불카드,일반,7일권,8,4
2059,2024-04-11,16,2호선,삼성(무역센터),고급형선불카드,일반,7일권,0,4
2060,2024-04-11,16,4호선,동작(현충원),고급형선불카드,일반,5일권,3,3
2061,2024-04-11,17,2호선,을지로입구,고급형선불카드,일반,1일권,2,0
2062,2024-04-11,17,2호선,을지로3가,고급형선불카드,일반,5일권,2,0
2063,2024-04-11,17,2호선,삼성(무역센터),고급형선불카드,일반,5일권,2,0
2064,2024-04-11,17,2호선,신촌,고급형선불카드,일반,5일권,0,2
2065,2024-04-11,17,4호선,명동,고급형선불카드,일반,5일권,1,0
2066,2024-04-11,17,4호선,숙대입구(갈월),고급형선불카드,일반,5일권,0,1
2067,2024-04-11,17,5호선,종로3가,고급형선불카드,일반,5일권,3,1
2068,2024-04-11,18,2호선,홍대입구,고급형선불카드,일반,1일권,0,2
2069,2024-04-11,18,3호선,압구정,고급형선불카드,일반,5일권,2,0
2070,2024-04-11,18,5호선,광화문(세종문화회관),고급형선불카드,일반,5일권,0,2
2071,2024-04-11,18,6호선,이태원,고급형선불카드,일반,5일권,2,0
2072,2024-04-11,19,1호선,시청,고급형선불카드,일반,3일권,1,0
2073,2024-04-11,19,2호선,을지로입구,고급형선불카드,일반,5일권,0,2
2074,2024-04-11,19,2호선,동대문역사문화공원(DDP),고급형선불카드,일반,5일권,0,2
2075,2024-04-11,19,2호선,홍대입구,고급형선불카드,일반,1일권,2,0
2077,2024-04-11,20,1호선,동대문,고급형선불카드,일반,5일권,2,0
2078,2024-04-11,20,2호선,을지로입구,고급형선불카드,일반,1일권,0,2
2079,2024-04-11,20,2호선,잠실새내,고급형선불카드,일반,7일권,1,4
2080,2024-04-11,20,2호선,삼성(무역센터),고급형선불카드,일반,7일권,4,0
2081,2024-04-11,20,4호선,동대문역사문화공원(DDP),고급형선불카드,일반,5일권,0,2
2082,2024-04-11,20,5호선,광화문(세종문화회관),고급형선불카드,일반,5일권,2,0
2083,2024-04-11,22,4호선,동대문,고급형선불카드,일반,5일권,2,0
2084,2024-04-11,23,2호선,을지로4가,고급형선불카드,일반,7일권,0,4
2085,2024-04-11,23,2호선,잠실새내,고급형선불카드,일반,7일권,4,0
2086,2024-04-12,7,1호선,청량리(서울시립대입구),고급형선불카드,일반,5일권,2,0
2087,2024-04-12,8,3호선,경복궁(정부서울청사),고급형선불카드,일반,5일권,0,2
2088,2024-04-12,8,3호선,안국,고급형선불카드,일반,5일권,2,2
2090,2024-04-12,9,2호선,을지로4가,고급형선불카드,일반,7일권,8,4
2091,2024-04-12,9,2호선,신촌,고급형선불카드,일반,5일권,2,0
2092,2024-04-12,9,3호선,경복궁(정부서울청사),고급형선불카드,일반,7일권,0,4
2093,2024-04-12,9,4호선,충무로,고급형선불카드,일반,7일권,2,0
2094,2024-04-12,10,1호선,서울역,고급형선불카드,일반,5일권,1,0
2095,2024-04-12,10,1호선,종각,고급형선불카드,일반,5일권,0,2
2096,2024-04-12,10,1호선,제기동,고급형선불카드,일반,5일권,0,1
2097,2024-04-12,10,2호선,을지로입구,고급형선불카드,일반,5일권,2,0
2098,2024-04-12,10,2호선,뚝섬,고급형선불카드,일반,5일권,0,2
2099,2024-04-12,10,2호선,삼성(무역센터),고급형선불카드,일반,7일권,0,2
2100,2024-04-12,10,3호선,종로3가,고급형선불카드,일반,5일권,3,0
2101,2024-04-12,10,3호선,양재(서초구청),고급형선불카드,일반,5일권,0,3
2102,2024-04-12,10,4호선,혜화,고급형선불카드,일반,7일권,2,0
2103,2024-04-12,11,1호선,종로3가,고급형선불카드,일반,5일권,0,2
2106,2024-04-12,12,1호선,신설동,고급형선불카드,일반,5일권,1,1
2107,2024-04-12,12,2호선,삼성(무역센터),고급형선불카드,일반,7일권,2,0
2108,2024-04-12,12,2호선,강남,고급형선불카드,일반,3일권,0,2
2109,2024-04-12,12,4호선,서울역,고급형선불카드,일반,3일권,2,0
2111,2024-04-12,13,1호선,서울역,고급형선불카드,일반,5일권,0,1
2112,2024-04-12,13,1호선,종로5가,고급형선불카드,일반,5일권,1,0
2113,2024-04-12,13,2호선,뚝섬,고급형선불카드,일반,5일권,2,0
2114,2024-04-12,13,3호선,경복궁(정부서울청사),고급형선불카드,일반,7일권,0,2
2115,2024-04-12,13,4호선,총신대입구(이수),고급형선불카드,일반,7일권,2,2
2116,2024-04-12,13,7호선,논현,고급형선불카드,일반,7일권,0,2
2117,2024-04-12,14,2호선,동대문역사문화공원(DDP),고급형선불카드,일반,5일권,0,2
2118,2024-04-12,14,3호선,경복궁(정부서울청사),고급형선불카드,일반,5일권,2,0
2119,2024-04-12,15,3호선,경복궁(정부서울청사),고급형선불카드,일반,7일권,2,0
2120,2024-04-12,15,3호선,종로3가,고급형선불카드,일반,5일권,2,0
2121,2024-04-12,15,4호선,충무로,고급형선불카드,일반,7일권,0,2
2122,2024-04-12,15,6호선,대흥(서강대앞),고급형선불카드,일반,5일권,0,1
2123,2024-04-12,15,6호선,효창공원앞,고급형선불카드,일반,5일권,1,0
2124,2024-04-12,15,7호선,학동,고급형선불카드,일반,3일권,2,0
2125,2024-04-12,16,2호선,을지로3가,고급형선불카드,일반,7일권,0,4
2126,2024-04-12,16,3호선,경복궁(정부서울청사),고급형선불카드,일반,7일권,4,0
2128,2024-04-12,17,1호선,종로3가,고급형선불카드,일반,5일권,2,0
2129,2024-04-12,17,1호선,동대문,고급형선불카드,일반,5일권,2,0
2130,2024-04-12,17,4호선,충무로,고급형선불카드,일반,5일권,0,2
2131,2024-04-12,17,4호선,명동,고급형선불카드,일반,5일권,0,2
2132,2024-04-12,17,4호선,숙대입구(갈월),고급형선불카드,일반,5일권,0,1
2133,2024-04-12,17,5호선,여의나루,고급형선불카드,일반,3일권,2,0
2134,2024-04-12,17,6호선,합정,고급형선불카드,일반,5일권,2,0
2135,2024-04-12,17,6호선,이태원,고급형선불카드,일반,5일권,0,2
2136,2024-04-12,18,1호선,종로5가,고급형선불카드,일반,7일권,3,0
2137,2024-04-12,18,4호선,숙대입구(갈월),고급형선불카드,일반,5일권,0,1
2138,2024-04-12,18,6호선,상수,고급형선불카드,일반,3일권,0,2
2139,2024-04-12,19,6호선,녹사평(용산구청),고급형선불카드,일반,5일권,2,0
2140,2024-04-12,20,2호선,시청,고급형선불카드,일반,3일권,0,2
2141,2024-04-12,20,2호선,을지로입구,고급형선불카드,일반,5일권,0,2
2142,2024-04-12,20,4호선,충무로,고급형선불카드,일반,5일권,2,0
2143,2024-04-12,20,4호선,명동,고급형선불카드,일반,5일권,2,0
2144,2024-04-12,20,6호선,한강진,고급형선불카드,일반,3일권,2,0
2145,2024-04-12,20,6호선,동묘앞,고급형선불카드,일반,3일권,0,2
2146,2024-04-12,21,1호선,서울역,고급형선불카드,일반,5일권,2,0
2147,2024-04-12,21,4호선,명동,고급형선불카드,일반,5일권,0,2
2148,2024-04-12,21,4호선,숙대입구(갈월),고급형선불카드,일반,5일권,0,2
2149,2024-04-12,22,1호선,청량리(서울시립대입구),고급형선불카드,일반,5일권,0,2
2150,2024-04-12,22,4호선,명동,고급형선불카드,일반,5일권,2,0
2151,2024-04-13,0,1호선,청량리(서울시립대입구),고급형선불카드,일반,5일권,1,2
2152,2024-04-13,8,1호선,청량리(서울시립대입구),고급형선불카드,일반,5일권,2,0
2153,2024-04-13,8,3호선,경복궁(정부서울청사),고급형선불카드,일반,1일권,0,2
2154,2024-04-13,8,4호선,동대문역사문화공원(DDP),고급형선불카드,일반,1일권,2,0
2155,2024-04-13,9,2호선,뚝섬,고급형선불카드,일반,5일권,2,2
2156,2024-04-13,9,4호선,숙대입구(갈월),고급형선불카드,일반,5일권,2,0
2157,2024-04-13,10,2호선,을지로입구,고급형선불카드,일반,5일권,2,0
2159,2024-04-13,10,2호선,잠실(송파구청),고급형선불카드,일반,5일권,0,2
2160,2024-04-13,10,2호선,홍대입구,고급형선불카드,일반,5일권,0,2
2161,2024-04-13,10,4호선,충무로,고급형선불카드,일반,7일권,2,0
2162,2024-04-13,10,4호선,이촌(국립중앙박물관),고급형선불카드,일반,7일권,0,2
2163,2024-04-13,11,5호선,영등포시장,고급형선불카드,일반,5일권,2,0
2164,2024-04-13,12,2호선,을지로입구,고급형선불카드,일반,5일권,0,2
2165,2024-04-13,12,2호선,잠실(송파구청),고급형선불카드,일반,5일권,4,2
2166,2024-04-13,12,2호선,홍대입구,고급형선불카드,일반,5일권,2,0
2167,2024-04-13,12,4호선,동대문,고급형선불카드,일반,3일권,0,2
2168,2024-04-13,12,4호선,회현(남대문시장),고급형선불카드,일반,3일권,2,0
2169,2024-04-13,13,2호선,성수,고급형선불카드,일반,5일권,0,2
2170,2024-04-13,13,2호선,잠실(송파구청),고급형선불카드,일반,7일권,2,0
2171,2024-04-13,13,2호선,삼성(무역센터),고급형선불카드,일반,5일권,2,0
2172,2024-04-13,14,2호선,을지로입구,고급형선불카드,일반,7일권,0,2
2173,2024-04-13,14,2호선,잠실(송파구청),고급형선불카드,일반,5일권,0,2
2174,2024-04-13,14,3호선,경복궁(정부서울청사),고급형선불카드,일반,1일권,2,0
2175,2024-04-13,14,3호선,종로3가,고급형선불카드,일반,3일권,0,2
2176,2024-04-13,14,4호선,동대문,고급형선불카드,일반,3일권,1,0
2177,2024-04-13,14,4호선,동대문역사문화공원(DDP),고급형선불카드,일반,3일권,2,0
2178,2024-04-13,14,4호선,충무로,고급형선불카드,일반,7일권,0,2
2179,2024-04-13,14,4호선,명동,고급형선불카드,일반,3일권,0,1
2180,2024-04-13,14,4호선,이촌(국립중앙박물관),고급형선불카드,일반,7일권,2,0
2181,2024-04-13,15,3호선,안국,고급형선불카드,일반,1일권,0,2
2183,2024-04-13,15,5호선,종로3가,고급형선불카드,일반,3일권,2,0
2184,2024-04-13,16,2호선,시청,고급형선불카드,일반,5일권,2,0
2185,2024-04-13,16,4호선,명동,고급형선불카드,일반,7일권,4,0
2186,2024-04-13,16,5호선,여의나루,고급형선불카드,일반,3일권,0,2
2187,2024-04-13,16,6호선,삼각지,고급형선불카드,일반,7일권,0,4
2188,2024-04-13,17,1호선,종각,고급형선불카드,일반,1일권,2,0
2189,2024-04-13,17,2호선,잠실(송파구청),고급형선불카드,일반,5일권,2,2
2190,2024-04-13,17,4호선,숙대입구(갈월),고급형선불카드,일반,5일권,0,1
2191,2024-04-13,17,5호선,여의나루,고급형선불카드,일반,5일권,0,2
2192,2024-04-13,17,8호선,강동구청,고급형선불카드,일반,5일권,1,0
2193,2024-04-13,18,2호선,동대문역사문화공원(DDP),고급형선불카드,일반,1일권,0,2
2194,2024-04-13,18,2호선,삼성(무역센터),고급형선불카드,일반,5일권,2,0
2195,2024-04-13,18,4호선,동대문,고급형선불카드,일반,7일권,0,2
2196,2024-04-13,18,4호선,충무로,고급형선불카드,일반,7일권,2,0
2197,2024-04-13,18,4호선,숙대입구(갈월),고급형선불카드,일반,5일권,0,1
2198,2024-04-13,18,4호선,이촌(국립중앙박물관),고급형선불카드,일반,7일권,0,4
2199,2024-04-13,18,5호선,여의나루,고급형선불카드,일반,3일권,2,0
2200,2024-04-13,18,5호선,종로3가,고급형선불카드,일반,3일권,0,2
2201,2024-04-13,18,6호선,삼각지,고급형선불카드,일반,7일권,4,0
2202,2024-04-13,19,3호선,안국,고급형선불카드,일반,3일권,2,0
2203,2024-04-13,19,4호선,동대문,고급형선불카드,일반,7일권,2,0
2204,2024-04-13,19,4호선,충무로,고급형선불카드,일반,7일권,0,2
2205,2024-04-13,20,4호선,충무로,고급형선불카드,일반,3일권,0,2
2206,2024-04-13,20,4호선,이촌(국립중앙박물관),고급형선불카드,일반,7일권,4,0
2207,2024-04-13,20,5호선,여의나루,고급형선불카드,일반,5일권,2,0
2208,2024-04-13,21,2호선,을지로입구,고급형선불카드,일반,5일권,0,2
2209,2024-04-13,21,2호선,잠실(송파구청),고급형선불카드,일반,5일권,2,0
2210,2024-04-13,21,4호선,서울역,고급형선불카드,일반,7일권,0,4
2211,2024-04-13,22,1호선,서울역,고급형선불카드,일반,7일권,4,0
2212,2024-04-13,22,1호선,종로5가,고급형선불카드,일반,7일권,0,4
2214,2024-04-14,9,1호선,청량리(서울시립대입구),고급형선불카드,일반,5일권,2,0
2215,2024-04-14,9,3호선,안국,고급형선불카드,일반,5일권,0,2
2216,2024-04-14,9,6호선,녹사평(용산구청),고급형선불카드,일반,3일권,1,0
2217,2024-04-14,10,4호선,충무로,고급형선불카드,일반,7일권,1,2
2218,2024-04-14,10,4호선,명동,고급형선불카드,일반,7일권,2,0
2219,2024-04-14,10,4호선,회현(남대문시장),고급형선불카드,일반,3일권,0,1
2220,2024-04-14,10,4호선,신용산,고급형선불카드,일반,3일권,1,1
2221,2024-04-14,11,4호선,서울역,고급형선불카드,일반,7일권,1,1
2222,2024-04-14,12,2호선,시청,고급형선불카드,일반,3일권,2,0
2223,2024-04-14,12,2호선,성수,고급형선불카드,일반,3일권,0,2
2224,2024-04-14,12,3호선,연신내,고급형선불카드,일반,5일권,0,2
2225,2024-04-14,12,4호선,충무로,고급형선불카드,일반,7일권,0,1
2226,2024-04-14,12,4호선,명동,고급형선불카드,일반,7일권,1,0
2227,2024-04-14,14,3호선,안국,고급형선불카드,일반,5일권,2,0
2228,2024-04-14,14,4호선,충무로,고급형선불카드,일반,7일권,0,1
2229,2024-04-14,15,2호선,을지로3가,고급형선불카드,일반,5일권,2,2
2230,2024-04-14,15,2호선,삼성(무역센터),고급형선불카드,일반,7일권,0,2
2231,2024-04-14,15,2호선,홍대입구,고급형선불카드,일반,5일권,0,2
2232,2024-04-14,15,4호선,충무로,고급형선불카드,일반,7일권,2,0
2233,2024-04-14,16,2호선,시청,고급형선불카드,일반,3일권,0,2
2234,2024-04-14,18,2호선,삼성(무역센터),고급형선불카드,일반,7일권,2,0
2235,2024-04-14,18,2호선,홍대입구,고급형선불카드,일반,5일권,2,0
2236,2024-04-14,18,4호선,명동,고급형선불카드,일반,7일권,0,2
2237,2024-04-14,19,2호선,을지로입구,고급형선불카드,일반,5일권,0,2
2238,2024-04-14,20,6호선,망원,고급형선불카드,일반,5일권,0,2
2239,2024-04-14,20,6호선,삼각지,고급형선불카드,일반,5일권,2,0
2240,2024-04-14,21,1호선,청량리(서울시립대입구),고급형선불카드,일반,5일권,0,2
2241,2024-04-14,21,4호선,충무로,고급형선불카드,일반,7일권,0,1
2242,2024-04-14,21,4호선,명동,고급형선불카드,일반,5일권,2,0
2243,2024-04-14,21,4호선,명동,고급형선불카드,일반,7일권,1,0
2244,2024-04-14,21,5호선,여의나루,고급형선불카드,일반,7일권,0,2
2245,2024-04-14,21,5호선,광화문(세종문화회관),고급형선불카드,일반,7일권,2,0
2248,2024-04-15,9,4호선,서울역,고급형선불카드,일반,7일권,2,0
2249,2024-04-15,9,4호선,이촌(국립중앙박물관),고급형선불카드,일반,5일권,0,2
2250,2024-04-15,10,1호선,종로5가,고급형선불카드,일반,1일권,0,2
2251,2024-04-15,10,1호선,제기동,고급형선불카드,일반,5일권,0,2
2252,2024-04-15,10,3호선,경복궁(정부서울청사),고급형선불카드,일반,7일권,0,2
2253,2024-04-15,10,4호선,동대문역사문화공원(DDP),고급형선불카드,일반,1일권,2,0
2254,2024-04-15,10,4호선,충무로,고급형선불카드,일반,7일권,2,0
2255,2024-04-15,10,4호선,이촌(국립중앙박물관),고급형선불카드,일반,7일권,1,3
2256,2024-04-15,11,4호선,서울역,고급형선불카드,일반,5일권,2,0
2257,2024-04-15,12,1호선,종로5가,고급형선불카드,일반,1일권,2,0
