연번,업무일자,시간대,호선,역명,교통카드구분,사용자구분,사용일수구분,승차건수,하차건수
4460,2024-06-09,10,5호선,광화문(세종문화회관),고급형선불카드,일반,7일권,0,24
4461,2024-06-09,12,3호선,안국,고급형선불카드,일반,7일권,1,0
4462,2024-06-09,13,5호선,광화문(세종문화회관),고급형선불카드,일반,7일권,1,2
4463,2024-06-09,15,2호선,홍대입구,고급형선불카드,일반,7일권,0,1
4464,2024-06-09,15,5호선,광화문(세종문화회관),고급형선불카드,일반,7일권,2,0
4465,2024-06-09,15,5호선,종로3가,고급형선불카드,일반,7일권,0,1
4466,2024-06-09,16,2호선,을지로입구,고급형선불카드,일반,7일권,2,0
4467,2024-06-09,16,2호선,을지로3가,고급형선불카드,일반,7일권,2,2
4468,2024-06-09,16,2호선,홍대입구,고급형선불카드,일반,7일권,0,4
4469,2024-06-09,16,3호선,안국,고급형선불카드,일반,7일권,11,1
4470,2024-06-09,16,5호선,종로3가,고급형선불카드,일반,7일권,1,0
4471,2024-06-09,17,2호선,을지로3가,고급형선불카드,일반,7일권,1,1
4472,2024-06-09,17,2호선,홍대입구,고급형선불카드,일반,7일권,0,4
4473,2024-06-09,17,3호선,경복궁(정부서울청사),고급형선불카드,일반,7일권,0,4
4474,2024-06-09,17,3호선,안국,고급형선불카드,일반,7일권,6,0
4475,2024-06-09,17,5호선,광화문(세종문화회관),고급형선불카드,일반,7일권,5,1
4476,2024-06-09,17,6호선,이태원,고급형선불카드,일반,7일권,0,1
4477,2024-06-09,18,2호선,뚝섬,고급형선불카드,일반,7일권,1,1
4478,2024-06-09,18,2호선,성수,고급형선불카드,일반,7일권,0,1
4479,2024-06-09,18,2호선,홍대입구,고급형선불카드,일반,7일권,0,6
4480,2024-06-09,18,2호선,충정로(경기대입구),고급형선불카드,일반,7일권,0,1
4481,2024-06-09,18,5호선,광화문(세종문화회관),고급형선불카드,일반,7일권,5,0
4482,2024-06-09,18,6호선,이태원,고급형선불카드,일반,7일권,1,0
4483,2024-06-09,19,2호선,을지로4가,고급형선불카드,일반,7일권,2,2
4484,2024-06-09,19,2호선,성수,고급형선불카드,일반,7일권,1,0
4485,2024-06-09,19,2호선,홍대입구,고급형선불카드,일반,7일권,3,1
4486,2024-06-09,19,5호선,충정로(경기대입구),고급형선불카드,일반,7일권,1,0
4487,2024-06-09,19,5호선,광화문(세종문화회관),고급형선불카드,일반,7일권,1,1
4488,2024-06-09,21,6호선,이태원,고급형선불카드,일반,7일권,1,0
4492,2024-06-10,9,1호선,종로3가,고급형선불카드,일반,7일권,0,18
4493,2024-06-10,9,2호선,홍대입구,고급형선불카드,일반,7일권,3,0
4494,2024-06-10,9,3호선,종로3가,고급형선불카드,일반,7일권,0,3
4495,2024-06-10,9,5호선,종로3가,고급형선불카드,일반,7일권,0,2
4496,2024-06-10,10,1호선,종로3가,고급형선불카드,일반,7일권,0,1
4498,2024-06-10,12,1호선,종로3가,고급형선불카드,일반,7일권,15,0
4499,2024-06-10,12,2호선,을지로4가,고급형선불카드,일반,7일권,0,4
4500,2024-06-10,12,4호선,충무로,고급형선불카드,일반,7일권,2,0
4501,2024-06-10,12,4호선,서울역,고급형선불카드,일반,5일권,1,0
4502,2024-06-10,12,5호선,종로3가,고급형선불카드,일반,7일권,4,0
4503,2024-06-10,12,6호선,이태원,고급형선불카드,일반,5일권,0,1
4504,2024-06-10,13,1호선,종로3가,고급형선불카드,일반,7일권,2,0
4505,2024-06-10,13,2호선,을지로4가,고급형선불카드,일반,7일권,1,0
4508,2024-06-10,16,4호선,동대문역사문화공원(DDP),고급형선불카드,일반,7일권,0,4
4509,2024-06-10,16,4호선,회현(남대문시장),고급형선불카드,일반,7일권,4,0
4510,2024-06-10,17,2호선,삼성(무역센터),고급형선불카드,일반,7일권,3,0
4511,2024-06-10,17,2호선,홍대입구,고급형선불카드,일반,7일권,0,2
4512,2024-06-10,18,1호선,서울역,고급형선불카드,일반,5일권,1,0
4513,2024-06-10,18,2호선,동대문역사문화공원(DDP),고급형선불카드,일반,7일권,4,0
4514,2024-06-10,18,2호선,홍대입구,고급형선불카드,일반,7일권,0,3
4515,2024-06-10,19,2호선,삼성(무역센터),고급형선불카드,일반,7일권,0,4
4516,2024-06-10,19,2호선,강남,고급형선불카드,일반,5일권,0,1
4517,2024-06-10,19,2호선,홍대입구,고급형선불카드,일반,7일권,0,1
4519,2024-06-11,9,3호선,안국,고급형선불카드,일반,7일권,0,6
4520,2024-06-11,10,2호선,시청,고급형선불카드,일반,7일권,0,2
4521,2024-06-11,10,2호선,홍대입구,고급형선불카드,일반,7일권,2,0
4522,2024-06-11,11,2호선,시청,고급형선불카드,일반,7일권,2,0
4523,2024-06-11,11,2호선,홍대입구,고급형선불카드,일반,7일권,4,0
4525,2024-06-11,11,3호선,안국,고급형선불카드,일반,7일권,0,2
4527,2024-06-11,12,2호선,상왕십리,고급형선불카드,일반,7일권,4,4
4528,2024-06-11,12,3호선,경복궁(정부서울청사),고급형선불카드,일반,5일권,1,1
4529,2024-06-11,12,3호선,안국,고급형선불카드,일반,5일권,0,1
4530,2024-06-11,12,3호선,안국,고급형선불카드,일반,7일권,3,0
4531,2024-06-11,12,4호선,명동,고급형선불카드,일반,7일권,0,2
4532,2024-06-11,13,2호선,을지로3가,고급형선불카드,일반,7일권,2,2
4533,2024-06-11,13,2호선,홍대입구,고급형선불카드,일반,7일권,1,3
4534,2024-06-11,14,2호선,을지로4가,고급형선불카드,일반,5일권,0,1
4535,2024-06-11,14,2호선,당산,고급형선불카드,일반,7일권,0,1
4536,2024-06-11,14,2호선,홍대입구,고급형선불카드,일반,7일권,0,2
4537,2024-06-11,14,3호선,안국,고급형선불카드,일반,5일권,1,0
4538,2024-06-11,14,3호선,안국,고급형선불카드,일반,7일권,4,0
4540,2024-06-11,16,2호선,을지로입구,고급형선불카드,일반,7일권,6,4
4541,2024-06-11,16,2호선,홍대입구,고급형선불카드,일반,7일권,0,1
4542,2024-06-11,16,3호선,압구정,고급형선불카드,일반,7일권,1,1
4543,2024-06-11,17,2호선,홍대입구,고급형선불카드,일반,7일권,0,3
4544,2024-06-11,17,3호선,압구정,고급형선불카드,일반,7일권,1,0
4545,2024-06-11,18,1호선,종각,고급형선불카드,일반,7일권,1,0
4546,2024-06-11,18,2호선,합정,고급형선불카드,일반,7일권,0,21
4547,2024-06-11,18,2호선,홍대입구,고급형선불카드,일반,7일권,2,0
4548,2024-06-11,19,2호선,합정,고급형선불카드,일반,7일권,0,2
4549,2024-06-11,19,2호선,홍대입구,고급형선불카드,일반,7일권,1,0
4550,2024-06-11,20,2호선,건대입구,고급형선불카드,일반,7일권,0,1
4551,2024-06-11,20,2호선,합정,고급형선불카드,일반,7일권,17,0
4552,2024-06-11,20,2호선,홍대입구,고급형선불카드,일반,7일권,0,1
4553,2024-06-11,20,4호선,동대문역사문화공원(DDP),고급형선불카드,일반,5일권,1,0
4554,2024-06-11,21,2호선,홍대입구,고급형선불카드,일반,7일권,0,4
4555,2024-06-11,21,2호선,이대,고급형선불카드,일반,7일권,4,0
4556,2024-06-11,22,2호선,성수,고급형선불카드,일반,7일권,1,0
4557,2024-06-11,22,2호선,건대입구,고급형선불카드,일반,7일권,0,1
4558,2024-06-11,22,2호선,합정,고급형선불카드,일반,7일권,2,0
4560,2024-06-11,23,7호선,어린이대공원(세종대),고급형선불카드,일반,7일권,1,0
4561,2024-06-11,23,7호선,강남구청,고급형선불카드,일반,7일권,0,1
4562,2024-06-12,9,2호선,시청,고급형선불카드,일반,7일권,0,24
4563,2024-06-12,10,4호선,서울역,고급형선불카드,일반,3일권,1,0
4564,2024-06-12,11,2호선,을지로3가,고급형선불카드,일반,7일권,14,0
4565,2024-06-12,11,3호선,경복궁(정부서울청사),고급형선불카드,일반,5일권,0,1
4566,2024-06-12,11,4호선,이촌(국립중앙박물관),고급형선불카드,일반,3일권,0,1
4567,2024-06-12,12,2호선,을지로3가,고급형선불카드,일반,7일권,10,0
4568,2024-06-12,12,2호선,동대문역사문화공원(DDP),고급형선불카드,일반,7일권,0,24
4569,2024-06-12,12,3호선,경복궁(정부서울청사),고급형선불카드,일반,5일권,1,0
4570,2024-06-12,13,2호선,이대,고급형선불카드,일반,5일권,0,1
4571,2024-06-12,14,2호선,동대문역사문화공원(DDP),고급형선불카드,일반,7일권,5,0
4572,2024-06-12,14,2호선,홍대입구,고급형선불카드,일반,5일권,0,1
4573,2024-06-12,14,2호선,이대,고급형선불카드,일반,5일권,1,0
4574,2024-06-12,15,2호선,동대문역사문화공원(DDP),고급형선불카드,일반,7일권,6,0
4575,2024-06-12,15,2호선,홍대입구,고급형선불카드,일반,7일권,0,3
4576,2024-06-12,15,4호선,동대문역사문화공원(DDP),고급형선불카드,일반,7일권,2,0
4577,2024-06-12,16,2호선,동대문역사문화공원(DDP),고급형선불카드,일반,7일권,3,0
4578,2024-06-12,16,2호선,홍대입구,고급형선불카드,일반,7일권,0,3
4579,2024-06-12,16,4호선,회현(남대문시장),고급형선불카드,일반,7일권,0,2
4580,2024-06-12,17,2호선,을지로4가,고급형선불카드,일반,7일권,0,2
4581,2024-06-12,17,2호선,동대문역사문화공원(DDP),고급형선불카드,일반,7일권,7,0
4582,2024-06-12,17,2호선,홍대입구,고급형선불카드,일반,5일권,1,0
4583,2024-06-12,17,2호선,신촌,고급형선불카드,일반,5일권,0,1
4584,2024-06-12,17,4호선,동대문,고급형선불카드,일반,7일권,0,2
4585,2024-06-12,17,4호선,회현(남대문시장),고급형선불카드,일반,7일권,3,1
4586,2024-06-12,18,1호선,종로5가,고급형선불카드,일반,7일권,2,0
4587,2024-06-12,18,2호선,시청,고급형선불카드,일반,7일권,0,1
4588,2024-06-12,18,2호선,동대문역사문화공원(DDP),고급형선불카드,일반,7일권,1,0
4589,2024-06-12,19,2호선,신촌,고급형선불카드,일반,5일권,1,0
4590,2024-06-12,20,2호선,동대문역사문화공원(DDP),고급형선불카드,일반,7일권,2,0
4591,2024-06-12,21,1호선,종각,고급형선불카드,일반,7일권,1,0
4592,2024-06-12,22,2호선,동대문역사문화공원(DDP),고급형선불카드,일반,7일권,0,2
4593,2024-06-12,22,4호선,충무로,고급형선불카드,일반,3일권,0,1
4594,2024-06-12,22,4호선,명동,고급형선불카드,일반,3일권,1,0
4595,2024-06-12,23,2호선,동대문역사문화공원(DDP),고급형선불카드,일반,7일권,2,0
4596,2024-06-12,23,4호선,명동,고급형선불카드,일반,7일권,3,0
4597,2024-06-13,0,2호선,선릉,고급형선불카드,일반,5일권,0,1
4598,2024-06-13,0,4호선,동대문역사문화공원(DDP),고급형선불카드,일반,5일권,1,0
4599,2024-06-13,9,1호선,서울역,고급형선불카드,일반,5일권,2,0
4600,2024-06-13,9,2호선,합정,고급형선불카드,일반,7일권,1,1
4601,2024-06-13,9,2호선,홍대입구,고급형선불카드,일반,7일권,2,0
4602,2024-06-13,9,6호선,한강진,고급형선불카드,일반,7일권,0,1
4603,2024-06-13,10,2호선,이대,고급형선불카드,일반,5일권,0,2
4604,2024-06-13,10,6호선,한강진,고급형선불카드,일반,7일권,0,23
4605,2024-06-13,12,2호선,홍대입구,고급형선불카드,일반,5일권,2,0
4606,2024-06-13,12,2호선,아현,고급형선불카드,일반,5일권,0,2
4608,2024-06-13,12,4호선,서울역,고급형선불카드,일반,7일권,0,16
4609,2024-06-13,12,6호선,한강진,고급형선불카드,일반,7일권,23,0
4610,2024-06-13,13,1호선,서울역,고급형선불카드,일반,7일권,0,5
4611,2024-06-13,13,4호선,혜화,고급형선불카드,일반,7일권,0,3
4612,2024-06-13,13,4호선,명동,고급형선불카드,일반,5일권,0,1
4613,2024-06-13,13,4호선,서울역,고급형선불카드,일반,5일권,1,0
4614,2024-06-13,13,4호선,서울역,고급형선불카드,일반,7일권,0,3
4615,2024-06-13,13,6호선,이태원,고급형선불카드,일반,7일권,1,0
4616,2024-06-13,14,1호선,서울역,고급형선불카드,일반,7일권,1,0
4617,2024-06-13,14,1호선,종로3가,고급형선불카드,일반,7일권,0,1
4618,2024-06-13,14,4호선,서울역,고급형선불카드,일반,3일권,3,0
4619,2024-06-13,15,1호선,서울역,고급형선불카드,일반,7일권,1,0
4620,2024-06-13,15,2호선,성수,고급형선불카드,일반,5일권,0,1
4621,2024-06-13,15,2호선,성수,고급형선불카드,일반,7일권,0,3
4622,2024-06-13,15,4호선,혜화,고급형선불카드,일반,7일권,3,0
4623,2024-06-13,15,4호선,명동,고급형선불카드,일반,5일권,1,1
4624,2024-06-13,15,5호선,광화문(세종문화회관),고급형선불카드,일반,3일권,0,3
4625,2024-06-13,16,1호선,서울역,고급형선불카드,일반,7일권,2,0
4626,2024-06-13,16,6호선,녹사평(용산구청),고급형선불카드,일반,7일권,0,2
4627,2024-06-13,17,2호선,충정로(경기대입구),고급형선불카드,일반,7일권,2,0
4628,2024-06-13,17,4호선,충무로,고급형선불카드,일반,3일권,1,0
4629,2024-06-13,18,2호선,을지로입구,고급형선불카드,일반,5일권,1,0
4630,2024-06-13,18,2호선,성수,고급형선불카드,일반,5일권,1,0
4631,2024-06-13,18,2호선,성수,고급형선불카드,일반,7일권,3,0
4632,2024-06-13,18,2호선,삼성(무역센터),고급형선불카드,일반,7일권,0,3
4633,2024-06-13,18,4호선,명동,고급형선불카드,일반,3일권,0,1
4634,2024-06-13,18,6호선,합정,고급형선불카드,일반,5일권,0,2
4635,2024-06-13,18,6호선,공덕,고급형선불카드,일반,5일권,2,0
4637,2024-06-13,19,2호선,동대문역사문화공원(DDP),고급형선불카드,일반,7일권,1,1
4638,2024-06-13,19,4호선,명동,고급형선불카드,일반,5일권,0,1
4639,2024-06-13,19,4호선,명동,고급형선불카드,일반,7일권,17,0
4640,2024-06-13,19,4호선,회현(남대문시장),고급형선불카드,일반,7일권,2,0
4641,2024-06-13,20,2호선,홍대입구,고급형선불카드,일반,7일권,1,1
4642,2024-06-13,20,4호선,동대문역사문화공원(DDP),고급형선불카드,일반,7일권,0,2
4644,2024-06-13,21,2호선,동대문역사문화공원(DDP),고급형선불카드,일반,7일권,2,0
4645,2024-06-13,21,4호선,명동,고급형선불카드,일반,7일권,2,0
4646,2024-06-13,21,5호선,여의나루,고급형선불카드,일반,7일권,0,3
4647,2024-06-13,21,5호선,광화문(세종문화회관),고급형선불카드,일반,3일권,3,0
4648,2024-06-13,21,6호선,상수,고급형선불카드,일반,5일권,2,0
4649,2024-06-13,21,6호선,공덕,고급형선불카드,일반,5일권,0,2
4650,2024-06-13,22,4호선,동대문,고급형선불카드,일반,5일권,0,1
4651,2024-06-13,22,4호선,명동,고급형선불카드,일반,5일권,1,0
4652,2024-06-13,23,5호선,여의나루,고급형선불카드,일반,7일권,3,0
4653,2024-06-14,8,5호선,공덕,고급형선불카드,일반,5일권,2,0
4654,2024-06-14,8,5호선,광화문(세종문화회관),고급형선불카드,일반,5일권,0,2
4655,2024-06-14,9,6호선,녹사평(용산구청),고급형선불카드,일반,7일권,2,0
4657,2024-06-14,10,5호선,광화문(세종문화회관),고급형선불카드,일반,7일권,0,2
4660,2024-06-14,11,3호선,안국,고급형선불카드,일반,7일권,0,1
4661,2024-06-14,11,4호선,신용산,고급형선불카드,일반,7일권,0,7
4662,2024-06-14,11,6호선,이태원,고급형선불카드,일반,5일권,1,1
4663,2024-06-14,12,2호선,을지로3가,고급형선불카드,일반,7일권,0,1
4664,2024-06-14,12,2호선,삼성(무역센터),고급형선불카드,일반,5일권,0,1
4665,2024-06-14,12,3호선,안국,고급형선불카드,일반,7일권,0,2
4666,2024-06-14,12,3호선,을지로3가,고급형선불카드,일반,7일권,1,0
4668,2024-06-14,12,4호선,신용산,고급형선불카드,일반,7일권,7,0
4670,2024-06-14,13,2호선,잠실(송파구청),고급형선불카드,일반,3일권,0,3
4671,2024-06-14,13,2호선,선릉,고급형선불카드,일반,5일권,1,0
4672,2024-06-14,13,4호선,혜화,고급형선불카드,일반,7일권,0,2
4673,2024-06-14,13,4호선,명동,고급형선불카드,일반,7일권,0,7
4674,2024-06-14,14,2호선,시청,고급형선불카드,일반,7일권,0,1
4675,2024-06-14,14,4호선,명동,고급형선불카드,일반,7일권,2,0
4676,2024-06-14,15,2호선,을지로입구,고급형선불카드,일반,7일권,5,0
4677,2024-06-14,15,2호선,홍대입구,고급형선불카드,일반,5일권,0,1
4678,2024-06-14,15,3호선,안국,고급형선불카드,일반,7일권,0,2
4679,2024-06-14,15,4호선,혜화,고급형선불카드,일반,7일권,2,0
4680,2024-06-14,15,4호선,회현(남대문시장),고급형선불카드,일반,7일권,1,0
4681,2024-06-14,16,1호선,서울역,고급형선불카드,일반,5일권,0,1
4682,2024-06-14,16,3호선,안국,고급형선불카드,일반,7일권,3,0
4683,2024-06-14,16,4호선,충무로,고급형선불카드,일반,7일권,1,0
4684,2024-06-14,17,2호선,을지로3가,고급형선불카드,일반,7일권,0,1
4685,2024-06-14,17,2호선,홍대입구,고급형선불카드,일반,7일권,9,1
4686,2024-06-14,17,4호선,서울역,고급형선불카드,일반,7일권,2,1
